,Word,Lemma,POS,Dep-type,Ancestors,Dependants,Morph
0,На,на,ADP,case,"[3, 11]",[],
3,картине,картина,NOUN,obl,[11],[0],Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing
11,изображен,изобразить,VERB,ROOT,[],"[3, 29, 139]",Aspect=Perf|Gender=Masc|Number=Sing|StyleVariant=Short|Tense=Past|VerbForm=Part|Voice=Pass
21,молодой,молодой,ADJ,amod,"[29, 11]",[],Case=Nom|Degree=Pos|Gender=Masc|Number=Sing
29,мужчина,мужчина,NOUN,nsubj:pass,[11],"[21, 47, 73]",Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing
37,и,и,CCONJ,cc,"[47, 29, 11]",[],
39,пожилая,пожилой,ADJ,amod,"[47, 29, 11]",[],Case=Nom|Degree=Pos|Gender=Fem|Number=Sing
47,женщина,женщина,NOUN,conj,"[29, 11]","[37, 39]",Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing
54,",",",",PUNCT,punct,"[73, 29, 11]",[],
56,скорей,скорей,ADV,advmod,"[73, 29, 11]",[63],Degree=Pos
63,всего,всего,PRON,obl,"[56, 73, 29, 11]",[],Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing
69,это,это,PRON,nsubj,"[73, 29, 11]",[],Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
73,бабушка,бабушка,NOUN,appos,"[29, 11]","[54, 56, 69, 83, 97]",Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing
81,и,и,CCONJ,cc,"[83, 73, 29, 11]",[],
83,внук,внук,NOUN,conj,"[73, 29, 11]",[81],Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing
87,",",",",PUNCT,punct,"[97, 73, 29, 11]",[],
89,которые,которые,PRON,nsubj,"[97, 73, 29, 11]",[],Case=Nom|Number=Plur
97,решили,решить,VERB,acl:relcl,"[73, 29, 11]","[87, 89, 104]",Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act
104,сделать,сделать,VERB,xcomp,"[97, 73, 29, 11]",[123],Aspect=Perf|VerbForm=Inf|Voice=Act
112,совместный,совместный,ADJ,amod,"[123, 104, 97, 73, 29, 11]",[],Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing
123,снимок,снимок,NOUN,obj,"[104, 97, 73, 29, 11]","[112, 133]",Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
130,на,на,ADP,case,"[133, 123, 104, 97, 73, 29, 11]",[],
133,память,память,NOUN,nmod,"[123, 104, 97, 73, 29, 11]",[130],Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
139,.,.,PUNCT,punct,[11],[],
141,Я,я,PRON,nsubj,[143],[],Case=Nom|Number=Sing|Person=First
143,считаю,считать,VERB,ROOT,[],"[141, 165, 220]",Aspect=Imp|Mood=Ind|Number=Sing|Person=First|Tense=Pres|VerbForm=Fin|Voice=Act
149,",",",",PUNCT,punct,"[165, 143]",[],
151,что,что,SCONJ,mark,"[165, 143]",[],
155,они,они,PRON,nsubj,"[165, 143]",[],Case=Nom|Number=Plur|Person=Third
159,редко,редко,ADV,advmod,"[165, 143]",[],Degree=Pos
165,видятся,видеться,VERB,ccomp,[143],"[149, 151, 155, 159, 193]",Aspect=Imp|Mood=Ind|Number=Plur|Person=Third|Tense=Pres|VerbForm=Fin|Voice=Mid
173,и,и,CCONJ,cc,"[193, 165, 143]",[],
175,поэтому,поэтому,ADV,advmod,"[193, 165, 143]",[],Degree=Pos
183,на,на,ADP,case,"[186, 193, 165, 143]",[],
186,память,память,NOUN,obl,"[193, 165, 143]",[183],Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
193,создают,создавать,VERB,conj,"[165, 143]","[173, 175, 186, 210]",Aspect=Imp|Mood=Ind|Number=Plur|Person=Third|Tense=Pres|VerbForm=Fin|Voice=Act
201,семейный,семейный,ADJ,amod,"[210, 193, 165, 143]",[],Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing
210,фотоальбом,фотоальбом,NOUN,obj,"[193, 165, 143]",[201],Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
220,.,.,PUNCT,punct,[143],[],
