,Word,Lemma,POS,Dep-type,Ancestors,Dependants,Morph
0,На,на,ADP,case,"[3, 11]",[],
3,картине,картина,NOUN,obl,[11],[0],Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing
11,изображена,изобразить,VERB,ROOT,[],"[3, 30, 65, 92]",Aspect=Perf|Gender=Fem|Number=Sing|StyleVariant=Short|Tense=Past|VerbForm=Part|Voice=Pass
22,молодая,молодой,ADJ,amod,"[30, 11]",[],Case=Nom|Degree=Pos|Gender=Fem|Number=Sing
30,девушка,девушка,NOUN,nsubj:pass,[11],"[22, 39]",Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing
37,",",",",PUNCT,punct,"[39, 30, 11]",[],
39,лет,год,NOUN,nmod,"[30, 11]","[37, 43]",Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur
43,30,30,NUM,nummod,"[39, 30, 11]",[],
45,",",",",PUNCT,punct,"[65, 11]",[],
47,а,а,CCONJ,cc,"[65, 11]",[],
49,на,на,ADP,case,"[59, 65, 11]",[],
52,заднем,задний,ADJ,amod,"[59, 65, 11]",[],Case=Loc|Degree=Pos|Gender=Masc|Number=Sing
59,плане,план,NOUN,obl,"[65, 11]","[49, 52]",Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing
65,стоит,стоить,VERB,conj,[11],"[45, 47, 59, 88]",Aspect=Imp|Mood=Ind|Number=Sing|Person=Third|Tense=Pres|VerbForm=Fin|Voice=Act
71,ее,её,DET,nmod,"[88, 65, 11]",[],
74,состарившаяся,состариться,VERB,amod,"[88, 65, 11]",[],Aspect=Perf|Case=Nom|Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part|Voice=Act
88,мать,мать,NOUN,nsubj,"[65, 11]","[71, 74]",Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing
92,.,.,PUNCT,punct,[11],[],
94,У,у,ADP,case,"[96, 111]",[],
96,девушки,девушка,NOUN,obl,[111],[94],Animacy=Anim|Case=Gen|Gender=Fem|Number=Sing
104,взгляд,взгляд,NOUN,nsubj:pass,[111],[],Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing
111,направлен,направить,VERB,ROOT,[],"[96, 104, 128, 143, 230, 317]",Aspect=Perf|Gender=Masc|Number=Sing|StyleVariant=Short|Tense=Past|VerbForm=Part|Voice=Pass
121,в,в,ADP,case,"[128, 111]",[],
123,одну,одну,NUM,nummod,"[128, 111]",[],Case=Acc|Gender=Fem|Number=Sing
128,точку,точка,NOUN,obl,[111],"[121, 123]",Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
