,Word,Lemma,POS,Dep-type,Ancestors,Dependants,Morph
0,На,на,ADP,case,"[3, 11]",[],
3,картине,картина,NOUN,obl,[11],[0],Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing
11,изображено,изобразить,VERB,ROOT,[],"[3, 29, 41, 42]",Aspect=Perf|Gender=Neut|Number=Sing|StyleVariant=Short|Tense=Past|VerbForm=Part|Voice=Pass
22,летнее,летний,ADJ,amod,"[29, 11]",[],Case=Nom|Degree=Pos|Gender=Neut|Number=Sing
29,время,время,NOUN,nsubj:pass,[11],"[22, 35]",Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
35,года,год,NOUN,nmod,"[29, 11]",[],Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
39,",",",",PUNCT,punct,"[41, 11]",[],
41,т,т,PROPN,conj,[11],[39],
42,.,.,PUNCT,punct,[11],[],
44,к,к,ADP,ROOT,[],[45],
45,.,.,PUNCT,punct,[44],[],
47,вдали,вдали,ADV,advmod,[53],[],Degree=Pos
53,видны,видный,ADJ,ROOT,[],"[47, 59, 83]",Degree=Pos|Number=Plur|StyleVariant=Short
59,деревья,дерево,NOUN,nsubj,[53],[77],Animacy=Inan|Case=Nom|Gender=Neut|Number=Plur
67,с,с,ADP,case,"[77, 59, 53]",[],
69,большой,большой,ADJ,amod,"[77, 59, 53]",[],Case=Ins|Degree=Pos|Gender=Fem|Number=Sing
77,кроной,крона,NOUN,nmod,"[59, 53]","[67, 69]",Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing
83,.,.,PUNCT,punct,[53],[],
85,Возможно,возможно,ADV,parataxis,[109],[93],Degree=Pos
93,",",",",PUNCT,punct,"[85, 109]",[],
95,сейчас,сейчас,ADV,advmod,[109],[],Degree=Pos
102,где,где,ADV,advmod,[109],[],Degree=Pos
105,-,-,ADV,advmod,[109],[],Degree=Pos
106,то,то,ADV,advmod,[109],[],Degree=Pos
109,середина,середина,NOUN,ROOT,[],"[85, 95, 102, 105, 106, 118, 121]",Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
118,дня,день,NOUN,nmod,[109],[],Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
121,.,.,PUNCT,punct,[109],[],
123,Солнце,солнце,PROPN,nsubj,[130],[],Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
130,припекает,припекать,VERB,ROOT,[],"[123, 141, 165]",Aspect=Imp|Mood=Ind|Number=Sing|Person=Third|Tense=Pres|VerbForm=Fin|Voice=Act
139,",",",",PUNCT,punct,"[141, 130]",[],
