,Word,Lemma,POS,Dep-type,Ancestors,Dependants,Morph
0,На,на,ADP,case,"[3, 11]",[],
3,картине,картина,NOUN,obl,[11],[0],Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing
11,представлены,представить,VERB,ROOT,[],"[3, 28, 61]",Aspect=Perf|Number=Plur|StyleVariant=Short|Tense=Past|VerbForm=Part|Voice=Pass
24,две,два,NUM,nummod:gov,"[28, 11]",[],Case=Nom|Gender=Fem
28,фигуры,фигура,NOUN,nsubj:pass,[11],"[24, 44]",Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
34,:,:,PUNCT,punct,"[44, 28, 11]",[],
36,Молодая,молодой,ADJ,amod,"[44, 28, 11]",[],Case=Nom|Degree=Pos|Gender=Fem|Number=Sing
44,женщина,женщина,NOUN,parataxis,"[28, 11]","[34, 36, 54]",Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing
52,и,и,CCONJ,cc,"[54, 44, 28, 11]",[],
54,старуха,старуха,NOUN,conj,"[44, 28, 11]",[52],Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing
61,.,.,PUNCT,punct,[11],[],
63,Картина,картина,NOUN,nsubj,"[77, 110, 117]",[],Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
71,очень,очень,ADV,advmod,"[77, 110, 117]",[],Degree=Pos
77,мрачная,мрачный,ADJ,amod,"[110, 117]","[63, 71, 87, 102]",Case=Nom|Degree=Pos|Gender=Fem|Number=Sing
85,и,и,CCONJ,cc,"[87, 77, 110, 117]",[],
87,тусклая,тусклый,ADJ,conj,"[77, 110, 117]",[85],Case=Nom|Degree=Pos|Gender=Fem|Number=Sing
94,",",",",PUNCT,punct,"[102, 77, 110, 117]",[],
96,более,более,ADV,advmod,"[102, 77, 110, 117]",[],Degree=Cmp
102,сильный,сильный,ADJ,conj,"[77, 110, 117]","[94, 96]",Case=Nom|Degree=Pos|Gender=Masc|Number=Sing
110,эффект,эффект,NOUN,obj,[117],[77],Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing
117,предает,предавать,VERB,ROOT,[],"[110, 137, 159]",Aspect=Imp|Mood=Ind|Number=Sing|Person=Third|Tense=Pres|VerbForm=Fin|Voice=Act
124,",",",",PUNCT,punct,"[137, 117]",[],
126,то,то,SCONJ,mark,"[137, 117]",[],
129,что,что,SCONJ,mark,"[137, 117]",[],
133,нам,мы,PRON,iobj,"[137, 117]",[],Case=Dat|Number=Plur|Person=First
