,Word,Lemma,POS,Dep-type,Ancestors,Dependants,Morph
0,На,на,ADP,case,"[3, 11]",[],
3,картине,картина,NOUN,obl,[11],[0],Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing
11,изображен,изобразить,VERB,ROOT,[],"[3, 29, 46]",Aspect=Perf|Gender=Masc|Number=Sing|StyleVariant=Short|Tense=Past|VerbForm=Part|Voice=Pass
21,молодой,молодой,ADJ,amod,"[29, 11]",[],Case=Nom|Degree=Pos|Gender=Masc|Number=Sing
29,парень,парень,NOUN,nsubj:pass,[11],"[21, 38]",Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing
36,и,и,CCONJ,cc,"[38, 29, 11]",[],
38,бабулька,бабулька,NOUN,conj,"[29, 11]",[36],Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing
46,.,.,PUNCT,punct,[11],[],
48,Он,он,PRON,nsubj,[51],[],Case=Nom|Gender=Masc|Number=Sing|Person=Third
51,смотрит,смотреть,VERB,ROOT,[],"[48, 59, 63, 64, 69, 86, 119]",Aspect=Imp|Mood=Ind|Number=Sing|Person=Third|Tense=Pres|VerbForm=Fin|Voice=Act
59,куда,куда,ADV,advmod,[51],[],Degree=Pos
63,-,-,ADV,advmod,[51],[],Degree=Pos
64,то,то,ADV,advmod,[51],[],Degree=Pos
67,в,в,ADP,case,"[69, 51]",[],
69,сторону,сторона,NOUN,obl,[51],[67],Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
76,",",",",PUNCT,punct,"[86, 51]",[],
78,а,а,CCONJ,cc,"[86, 51]",[],
80,бабка,бабка,NOUN,nsubj,"[86, 51]",[],Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing
86,стоит,стоить,VERB,conj,[51],"[76, 78, 80, 95, 108]",Aspect=Imp|Mood=Ind|Number=Sing|Person=Third|Tense=Pres|VerbForm=Fin|Voice=Act
92,за,за,ADP,case,"[95, 86, 51]",[],
95,ним,он,PRON,obl,"[86, 51]",[92],Case=Ins|Gender=Masc|Number=Sing|Person=Third
98,",",",",PUNCT,punct,"[100, 108, 86, 51]",[],
100,видимо,видимо,ADV,parataxis,"[108, 86, 51]","[98, 106]",Degree=Pos
106,",",",",PUNCT,punct,"[100, 108, 86, 51]",[],
108,задумавшись,задуматься,VERB,advcl,"[86, 51]",[100],Aspect=Perf|Tense=Past|VerbForm=Conv|Voice=Mid
119,.,.,PUNCT,punct,[51],[],
121,Какая,какой,DET,ROOT,[],"[127, 133, 141]",Case=Nom|Gender=Fem|Number=Sing
