	я_PRON	я_PRON	я_PRON	я_PRON	я_PRON	свой_DET	свой_DET	свой_DET	свой_DET	свой_DET	они_PRON	они_PRON	они_PRON	они_PRON	они_PRON	он_PRON	он_PRON	он_PRON	он_PRON	он_PRON	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	время_NOUN	время_NOUN	время_NOUN	время_NOUN	время_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	очень_ADV	очень_ADV	очень_ADV	очень_ADV	очень_ADV	она_PRON	она_PRON	она_PRON	она_PRON	она_PRON	думать_VERB	думать_VERB	думать_VERB	думать_VERB	думать_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мой_DET	мой_DET	мой_DET	мой_DET	мой_DET	мы_PRON	мы_PRON	мы_PRON	мы_PRON	мы_PRON	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	потом_ADV	потом_ADV	потом_ADV	потом_ADV	потом_ADV	знать_VERB	знать_VERB	знать_VERB	знать_VERB	знать_VERB	первый_ADJ	первый_ADJ	первый_ADJ	первый_ADJ	первый_ADJ	год_NOUN	год_NOUN	год_NOUN	год_NOUN	год_NOUN	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	еще_ADV	еще_ADV	еще_ADV	еще_ADV	еще_ADV	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	день_NOUN	день_NOUN	день_NOUN	день_NOUN	день_NOUN	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB
	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni
0	каникулы_NOUN	-0.1487385353262085	0.00046564639253553794	8	2.3245067915374054	с_ADP	-0.11196884459834136	0.008583879381149623	23.0	16.927410139627057	все_PRON	-0.11234512170064369	0.008362177269049089	12.0	12.317487117309307	свободный_ADJ	-0.1149535648210899	0.006960713214652439	5.0	15.884347555836866	английский_ADJ	-0.0936880181294953	0.02801943609161662	5.0	39.64750206963752	пока_SCONJ	-0.12314061753235689	0.0038237372445999286	7.0	5.054980637361106	очень_ADV	-0.09049856254816133	0.03384559363028586	17.0	49.07611076391449	говорить_VERB	-0.13716155733663524	0.0012612312480927168	8.0	2.5842628273419765	и_CCONJ	0.1151697870254108	0.006854572434154977	51.0	15.847771467766307	мы_PRON	-0.10010750061931126	0.018859871592553104	20.0	20.670419265438202	новый_ADJ	-0.11204102182242251	0.008540950794589747	5.0	11.282595999653056	дело_NOUN	-0.13872583274283398	0.0011071038769088224	11.0	1.7525454371466658	написать_VERB	-0.12747284189205826	0.0027450953266065954	11.0	6.376856443707121	такой_DET	-0.08546147250299295	0.045139128844045494	6.0	55.56626760702	так_ADV	0.09099471348072347	0.03287652024743145	6.0	25.906697954975982	я_PRON	0.11722056820459835	0.005917722886643283	112.0	5.675096248290909	у_ADP	-0.0936259989030422	0.02812392846568688	9.0	17.94306636110823	но_CCONJ	0.09324085190597065	0.028780366149148598	14.0	32.11888862244984	тоже_ADV	-0.17296623454811152	4.543168406147602e-05	15.0	0.05678960507684503	планировать_VERB	-0.11179877603523496	0.008685791971065842	7.0	12.359881974826694	привет_NOUN	-0.14307045627504877	0.0007654583280058982	9.0	0.5901683708925475	но_CCONJ	-0.1119124741437538	0.008617540307828736	14.0	8.32454393736256	свой_DET	-0.10453556643652889	0.014177990724113675	6.0	10.37828921005121	это_PRON	-0.10883255436306231	0.010645248038812873	7.0	8.026517021264906
1	любимый_ADJ	-0.1445350047514765	0.0006743456153725003	25	3.3663333119395213						недавно_ADV	-0.10820318506895918	0.011108233637037905	7.0	16.362428147356834	лето_NOUN	-0.10797962208804768	0.011276937567906676	6.0	25.733971529963032	не_PART	0.09032505327134749	0.03419018876432148	60.0	48.37911710151489	твой_DET	-0.12002078830277545	0.004824441812915707	5.0	6.377912076674564	общаться_VERB	-0.08760615426082885	0.039992897124058825	5.0	57.989700829885294	факультет_NOUN	-0.1201324406492977	0.0047848980509845205	7.0	9.804256106467282						что_SCONJ	-0.08383793162085049	0.04939556750460001	50.0	54.13754198504161	не_PART	0.10078613939911626	0.018064677262590763	84.0	23.8634386638824	любимый_ADJ	-0.10245974604646241	0.016227589759333912	28.0	25.688274589025582	следующий_ADJ	-0.11759679280475915	0.005758919106514915	10.0	13.377969084434149	и_CCONJ	-0.08436139035891888	0.047987963628591125	37.0	59.07318322679568	там_ADV	0.08389878231744775	0.04923018297220255	5.0	38.79338418209561											столько_ADV	-0.08736129992313037	0.04055413376097498	5.0	45.258413277248074	институт_NOUN	-0.11914508401253085	0.005144959314255513	5.0	6.431199142819391	какой_DET	-0.08605999753156864	0.04364980978130284	6.0	62.11367931879394	твой_DET	-0.1407664820149316	0.0009321183704684775	64.0	0.7186632636311961	он_PRON	0.09879581886332615	0.020483707174697392	8.0	19.78726113075768	этот_DET	-0.09643667801290193	0.023711687447008953	6.0	17.356955211210554	сейчас_ADV	-0.09068812667800707	0.03347250261804322	12.0	25.23826697400459
2	институт_NOUN	-0.141882336649363	0.0008476096874839109	25	4.231267559919683						но_CCONJ	0.09036799367694216	0.034104630444981555	28.0	50.23612064545783	в_ADP	0.10540326840809296	0.013391123915678146	66.0	30.558544775577527	много_ADV	-0.0885022443114149	0.03799465090569193	5.0	53.76243103155408	как_SCONJ	0.0992948246470777	0.019852151063196984	35.0	26.244543705546413						человек_NOUN	-0.1174901811333456	0.005803526002510548	17.0	11.891424779144113											я_PRON	0.0883638511050008	0.038297619232495875	60.0	50.59115500612705	твой_DET	-0.10038744510604922	0.018528220950503663	11.0	29.3301737646473	но_CCONJ	0.11097371440576648	0.009195669284024842	58.0	21.361539746789706																					за_ADP	0.08731811025701408	0.040653817520447624	17.0	45.36966035281955	воронеж_PROPN	-0.1178394867736398	0.005658522409486958	5.0	7.073153011858698						-_ADV	-0.12287916015165101	0.0038997362222368613	10.0	3.00669662734462	мой_DET	-0.09430813306582492	0.026992864341837834	16.0	26.075106954215347	год_NOUN	-0.08669565075963527	0.04211364061714056	10.0	30.827184931746892					
3	страна_NOUN	-0.14046949877403958	0.0009558868128307057	9	4.771786969650883						кстати_ADV	-0.08414451036922453	0.048567031491205864	10.0	71.53923738654623	так_ADV	0.08657979865781787	0.04239016862137855	31.0	96.73436479398586	то_PRON	0.0850689994796633	0.04613873835832934	11.0	65.28631477703601	общаться_VERB	-0.09538528739072971	0.02528656950387984	6.0	33.42884488412915						то_SCONJ	-0.11239813187034842	0.00833135773179515	5.0	17.07095199244826																весь_DET	-0.09025808707111743	0.034323983325443536	17.0	54.33486560417712	так_ADV	0.10801043267912482	0.011253553451030938	86.0	26.142004666744867																					сейчас_ADV	-0.08363787171826317	0.04994258489253494	6.0	55.735924740068995	все_PRON	-0.11766784703091263	0.005729361103522339	155.0	7.161701379402923						гость_NOUN	-0.1127031808629465	0.008155967048843017	26.0	6.288250594657966															
4	хотеться_VERB	0.12792985755482542	0.002649228309424108	54	13.224947720645147											ты_PRON	-0.08572217264203656	0.044485253556369404	40.0	101.51534861563498						хватать_VERB	-0.0949443822182939	0.02597340293654219	16.0	34.33683868210878						жаркий_ADJ	-0.11175822342856206	0.008710251548453401	5.0	17.84730542278102																хотеть_VERB	0.08672064613989569	0.04205417906681642	13.0	66.57176546277039	во_ADP	-0.10727976054566336	0.011819824001018917	7.0	27.457451154366943																										у_ADP	-0.11201481609587184	0.008556514895895213	143.0	10.695643619869017						буду_AUX	-0.10051529593148983	0.01837845658318449	41.0	14.169790025635242															
5	посетить_VERB	-0.12183189739442046	0.004218056540345448	7	21.056538249404475																					чтобы_SCONJ	0.0915942650432689	0.031737188028746734	9.0	41.95656257400318						учиться_VERB	-0.10854525802881054	0.010854426829588749	22.0	22.240720573827346																					практика_NOUN	-0.10043399319929149	0.018473571704300258	7.0	42.914107069089496																										если_SCONJ	-0.10359477349486013	0.01507684336773555	6.0	18.846054209669436						скоро_ADV	-0.09252818211626881	0.030029762809648898	5.0	23.1529471262393															
6	разговаривать_VERB	-0.12021826262814073	0.004754701690265276	6	23.73547083780426																					новый_ADJ	-0.09067071394667908	0.03350662654534019	9.0	44.295760292939725						целую_PROPN	-0.1084027617878417	0.01095952292105588	5.0	22.456062465243498																					сестра_NOUN	-0.0943951235079411	0.026851477728935445	5.0	62.37598276431704																										учиться_VERB	-0.10194288304080242	0.016776637659579482	26.0	20.97079707447435																									
7	стараться_VERB	-0.12011322747879698	0.004791681847104939	17	23.920075780747855																					уже_ADV	0.08952789150273795	0.035812057815999755	15.0	47.343540432751674						язык_NOUN	-0.10534416220723769	0.01344347556025664	6.0	27.545681422965856																					ведь_SCONJ	0.08851770946580902	0.03796092143819013	14.0	88.18322050091568																										ты_PRON	-0.10084308994380842	0.017999297155316937	61.0	22.499121444146173																									
8	измениться_VERB	-0.1191457136324119	0.005144722131629774	20	25.68245288109583																					знать_VERB	0.0855042447143847	0.04503129879823239	11.0	59.53137701126322						идти_VERB	-0.09868170695126997	0.020630561496663667	8.0	42.27202050666386																					друг_PRON	-0.08814285554737353	0.03878566536634735	12.0	90.0991006460249																										я_PRON	-0.09841242219831736	0.0209807469473333	168.0	26.225933684166627																									
