,Word,Lemma,POS,Dep-type,Ancestors,Dependants,Morph
0,Привет,привет,NOUN,ROOT,[],[6],Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing
6,.,.,PUNCT,punct,[0],[],
8,Как,как,SCONJ,advmod,[15],[],
12,ты,ты,PRON,nsubj,[15],[],Case=Nom|Number=Sing|Person=Second
15,поживаешь,поживать,VERB,ROOT,[],"[8, 12, 24]",Aspect=Imp|Mood=Ind|Number=Sing|Person=Second|Tense=Pres|VerbForm=Fin|Voice=Act
24,?,?,PUNCT,punct,[15],[],
26,Чем,что,PRON,mark,[30],[],Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing
30,занимаешься,занимаешься,VERB,ROOT,[],"[26, 54, 59]",Aspect=Perf|VerbForm=Inf|Voice=Mid
42,в,в,ADP,case,"[54, 30]",[],
44,последнее,последний,ADJ,amod,"[54, 30]",[],Animacy=Inan|Case=Acc|Degree=Pos|Gender=Neut|Number=Sing
54,время,время,NOUN,obl,[30],"[42, 44]",Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing
59,?,?,PUNCT,punct,[30],[],
61,У,у,ADP,case,"[63, 72]",[],
63,меня,я,PRON,obl,[72],[61],Case=Gen|Number=Sing|Person=First
68,все,все,PRON,nsubj,[72],[],Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
72,хорошо,хороший,ADJ,ROOT,[],"[63, 68, 82, 100]",Degree=Pos|Gender=Neut|Number=Sing|StyleVariant=Short
78,",",",",PUNCT,punct,"[82, 72]",[],
80,я,я,PRON,nsubj,"[82, 72]",[],Case=Nom|Number=Sing|Person=First
82,поступила,поступить,VERB,conj,[72],"[78, 80, 94]",Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
92,в,в,ADP,case,"[94, 82, 72]",[],
94,строяк,строяк,NOUN,obl,"[82, 72]",[92],Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
100,.,.,PUNCT,punct,[72],[],
102,Сейчас,сейчас,ADV,advmod,[124],[],Degree=Pos
109,для,для,ADP,case,"[113, 124]",[],
113,меня,я,PRON,obl,[124],[109],Case=Gen|Number=Sing|Person=First
118,самое,самое,ADJ,amod,[124],[],Case=Nom|Degree=Pos|Gender=Neut|Number=Sing
124,главное,главный,ADJ,ROOT,[],"[102, 113, 118, 132, 151]",Case=Nom|Degree=Pos|Gender=Neut|Number=Sing
132,сдать,сдать,VERB,csubj,[124],[145],Aspect=Perf|VerbForm=Inf|Voice=Act
138,первую,первый,ADJ,amod,"[145, 132, 124]",[],Case=Acc|Degree=Pos|Gender=Fem|Number=Sing
145,сессию,сессия,NOUN,obj,"[132, 124]",[138],Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
151,.,.,PUNCT,punct,[124],[],
153,Еще,еще,ADV,advmod,"[157, 167]",[],Degree=Pos
157,мне,я,PRON,iobj,[167],[153],Case=Dat|Number=Sing|Person=First
161,очень,очень,ADV,advmod,[167],[],Degree=Pos
167,хочется,хотеться,VERB,ROOT,[],"[157, 161, 175, 198, 225]",Aspect=Imp|Mood=Ind|Number=Sing|Person=Third|Tense=Pres|VerbForm=Fin|Voice=Mid
175,поехать,поехать,VERB,xcomp,[167],[183],Aspect=Perf|VerbForm=Inf|Voice=Act
183,домой,домой,ADV,advmod,"[175, 167]",[],Degree=Pos
188,",",",",PUNCT,punct,"[198, 167]",[],
