,Word,Lemma,POS,Dep-type,Ancestors,Dependants,Morph
0,На,на,ADP,case,"[3, 11]",[],
3,картине,картина,NOUN,obl,[11],[0],Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing
11,изображены,изобразить,VERB,ROOT,[],"[3, 22, 47]",Aspect=Perf|Number=Plur|StyleVariant=Short|Tense=Past|VerbForm=Part|Voice=Pass
22,мужчина,мужчина,NOUN,nsubj:pass,[11],[40],Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing
30,и,и,CCONJ,cc,"[40, 22, 11]",[],
32,пожилая,пожилой,ADJ,amod,"[40, 22, 11]",[],Case=Nom|Degree=Pos|Gender=Fem|Number=Sing
40,женщина,женщина,NOUN,conj,"[22, 11]","[30, 32]",Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing
47,.,.,PUNCT,punct,[11],[],
49,Взгляд,взгляд,NOUN,nsubj:pass,[64],[56],Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing
56,мужчины,мужчина,NOUN,nmod,"[49, 64]",[],Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing
64,направлен,направить,VERB,ROOT,[],"[49, 76, 87, 110]",Aspect=Perf|Gender=Masc|Number=Sing|StyleVariant=Short|Tense=Past|VerbForm=Part|Voice=Pass
74,в,в,ADP,case,"[76, 64]",[],
76,сторону,сторона,NOUN,obl,[64],[74],Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
83,",",",",PUNCT,punct,"[87, 64]",[],
85,а,а,CCONJ,cc,"[87, 64]",[],
87,взгляд,взгляд,NOUN,conj,[64],"[83, 85, 94, 102, 107]",Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing
94,женщины,женщина,NOUN,nmod,"[87, 64]",[],Animacy=Anim|Case=Gen|Gender=Fem|Number=Sing
102,-,-,NOUN,nmod,"[87, 64]",[],Animacy=Anim|Case=Gen|Gender=Fem|Number=Sing
104,на,на,ADP,case,"[107, 87, 64]",[],
107,нас,мы,PRON,orphan,"[87, 64]",[104],Case=Gen|Number=Plur|Person=First
110,.,.,PUNCT,punct,[64],[],
112,Кажется,казаться,VERB,ROOT,[],"[142, 258]",Aspect=Imp|Mood=Ind|Number=Sing|Person=Third|Tense=Pres|VerbForm=Fin|Voice=Mid
119,",",",",PUNCT,punct,"[142, 112]",[],
121,что,что,SCONJ,mark,"[142, 112]",[],
125,мужчина,мужчина,NOUN,nsubj,"[142, 112]",[],Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing
133,в,в,ADP,case,"[135, 142, 112]",[],
