	я_PRON	я_PRON	я_PRON	я_PRON	я_PRON	свой_DET	свой_DET	свой_DET	свой_DET	свой_DET	они_PRON	они_PRON	они_PRON	они_PRON	они_PRON	он_PRON	он_PRON	он_PRON	он_PRON	он_PRON	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	время_NOUN	время_NOUN	время_NOUN	время_NOUN	время_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	очень_ADV	очень_ADV	очень_ADV	очень_ADV	очень_ADV	она_PRON	она_PRON	она_PRON	она_PRON	она_PRON	думать_VERB	думать_VERB	думать_VERB	думать_VERB	думать_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мой_DET	мой_DET	мой_DET	мой_DET	мой_DET	мы_PRON	мы_PRON	мы_PRON	мы_PRON	мы_PRON	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	знать_VERB	знать_VERB	знать_VERB	знать_VERB	знать_VERB	первый_ADJ	первый_ADJ	первый_ADJ	первый_ADJ	первый_ADJ	год_NOUN	год_NOUN	год_NOUN	год_NOUN	год_NOUN	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	еще_ADV	еще_ADV	еще_ADV	еще_ADV	еще_ADV	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	день_NOUN	день_NOUN	день_NOUN	день_NOUN	день_NOUN	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON
	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni
0	скучать_VERB	0.1492375695906069	0.0004453293464471087	74	2.2230840974639667	заканчивать_VERB	-0.1260834799954043	0.003056268465044988	9.0	6.026961413068717	но_CCONJ	0.12350718071262065	0.0037194458709717635	28.0	5.478743767941408	не_PART	0.1264272450263577	0.002976424139595293	62.0	6.792199886556459	не_PART	0.1285921950416419	0.0025157014259256476	60.0	3.5597175176847915	стараться_VERB	-0.12324551306534841	0.003793625887051678	5.0	5.015173422682318	друг_NOUN	-0.1358374870304013	0.0014068777718021096	5.0	2.0399727691130587	погода_NOUN	-0.15099455114829785	0.00038017974768072264	7.0	0.7789883029978006	сейчас_ADV	-0.12523180222749977	0.003262542637286187	5.0	7.5429985774056645	заняться_VERB	-0.09431374756629411	0.02698371971739264	8.0	29.574156810262334	мы_PRON	0.1331340933178475	0.0017533794088132404	23.0	2.3162141990422906	но_CCONJ	0.12136057540379869	0.004368840621816685	26.0	6.9158747043358115	смотреть_VERB	-0.12524927584167322	0.003258186495559922	5.0	7.568767229185698	идти_VERB	-0.15098181793515572	0.0003806181430371448	9.0	0.4685409340787252	я_PRON	0.10800327161427231	0.011258984604796867	112.0	10.797366236000196	за_ADP	0.10150612135910425	0.017253205844077562	5.0	11.007545328521484	через_ADP	-0.0898254886456509	0.035199084597702573	7.0	39.28217841103607	как_ADV	-0.12256170990418684	0.003993848693458167	10.0	4.9923108668227085	надеяться_VERB	0.14109696048758008	0.0009063118371549523	13.0	1.2896817442714972	в_ADP	0.10734969846664638	0.011764552163725872	29.0	4.9293473566011405	друг_NOUN	-0.12876547731194526	0.002481796033744437	10.0	1.913464742016961	день_NOUN	-0.14351693764522805	0.000736540607440046	11.0	0.7114982267870844	недавно_ADV	0.08564065367337438	0.0446888535597996	10.0	32.71224080577331	дом_NOUN	0.110679055379238	0.009384120437726186	9.0	7.075626810045544	говорить_VERB	0.10351106315400185	0.015159195886824756	5.0	7.791826685827925
1	бесить_VERB	0.13835556371984095	0.0011419304251797347	11	5.700516682497236	ну_PART	-0.11884260910332793	0.005260050101671681	10.0	10.372818800496555	по_ADP	0.1050636175460317	0.013694427528447161	9.0	20.17189174940267	что_SCONJ	0.11957156650146283	0.004986539226192361	39.0	11.379282514170967	получить_VERB	0.1107807646325523	0.009318686837358392	5.0	13.185941874862126	ведь_SCONJ	0.10067736498491615	0.018190128593472302	5.0	24.047350000570383	стать_VERB	0.10920505844996849	0.010379356646735973	6.0	15.050067137767162	эмоция_NOUN	-0.11155921013244761	0.008831179807475727	5.0	18.095087425517765	девушка_NOUN	-0.11606108003932943	0.006432194758920539	6.0	14.871234282624286	лето_NOUN	-0.08385140386323771	0.049358911636711016	5.0	54.09736715383527	не_PART	0.12434294020881413	0.0034912398299081697	84.0	4.611927815308692	он_PRON	0.10051769793326318	0.0183756530226881	17.0	29.088658734915263	стать_VERB	0.11894973260299112	0.005219027334336796	12.0	12.123800497664378	мой_DET	0.1173385159777512	0.005867518875484894	47.0	7.222915735721905	хотя_SCONJ	0.10123848396994063	0.01755105124754544	7.0	16.831458146396077						столько_ADV	-0.08370412760281397	0.049760865283248884	5.0	55.53312565610575	по_ADV	0.1013996705106213	0.01737113800242206	5.0	21.713922503027575	в_ADP	0.10971162304707983	0.010027235665684415	63.0	14.268756352268921	что_PRON	0.09842804676707154	0.020960288055385363	34.0	8.782360695206467	о_ADP	-0.11750265406927979	0.005798291260946332	9.0	4.470482562189622	пройти_VERB	0.11866956744228783	0.005326930016705325	11.0	5.145814396137344															
2	успешно_ADV	-0.127664293302708	0.0027045567885667096	5	13.501147488525014	стать_VERB	0.11544279452466112	0.006722629132964769	5.0	13.257024650206525	он_PRON	-0.09177835204419078	0.03139421240365896	5.0	46.24367487058964	только_PART	-0.11539430503516557	0.006745896300031621	15.0	15.39413535667216	что_SCONJ	0.11033200265219223	0.009610480905677225	40.0	13.598830481533273	уже_ADV	0.09742510755956672	0.022309236480770704	15.0	29.49281062757887	это_PRON	0.09191331106898368	0.03114478693187029	11.0	45.15994105121192	приятный_ADJ	-0.11130944299923684	0.008985063400430269	10.0	18.41039490748162	уже_ADV	0.10657639827505513	0.012388587237623443	11.0	28.6424136933854						свой_DET	0.10131906552163479	0.017460905092571484	6.0	23.06585562728693	жизнь_NOUN	0.0993016061375426	0.019843686306583952	47.0	31.412555423322395	твой_DET	-0.11826263920622351	0.005487234034799834	15.0	12.746844662840013	мы_PRON	0.09302827283461411	0.029148285346261824	12.0	35.88153926124831	кто_PRON	0.08951777887939179	0.03583304571064811	8.0	34.36389083651154											плохой_ADJ	0.09312789807322211	0.02897536034546946	10.0	36.219200431836825	да_CCONJ	-0.10808135658030663	0.011199887915515926	5.0	15.937440503779163						дело_NOUN	-0.1071985864550699	0.011884263636789178	6.0	9.162767263964456	это_PRON	0.09938660481318157	0.01973785595297897	11.0	19.066768850577684															
3	за_ADP	0.12152681417980866	0.004315110531178568	108	21.54103177164341	я_PRON	0.10486252473223442	0.013876838472729981	105.0	27.36512546822352	я_PRON	0.08422489135400942	0.04835173604754572	78.0	71.22210719803483	и_CCONJ	0.10484761525897214	0.01389044762901608	76.0	31.698001489414697	я_PRON	0.10771541199427336	0.011479236439208524	136.0	16.24311956148006	и_CCONJ	0.09393367084665603	0.027608823354733004	79.0	36.49886447495703	они_PRON	-0.09096430880001112	0.032935217190031396	6.0	47.75606492554552	я_PRON	0.1067680709299418	0.012231246061589826	232.0	25.061823180197553											тоже_ADV	0.09729283296735539	0.022492646766609056	5.0	29.712786378690563	теперь_ADV	0.0953188205819738	0.025389095944516032	6.0	40.19093888016888	вот_PART	0.10104651894910484	0.017767442363997875	32.0	41.273768611567064	буду_AUX	-0.0888151689080406	0.0373170885216375	5.0	45.93733597013576	хотеть_VERB	0.08687814212616182	0.04168113904154423	16.0	39.97221234084092											друг_NOUN	-0.09241169389401731	0.030238339299708962	23.0	37.797924124636204	я_PRON	0.10050194791605135	0.018394042879377633	106.0	26.17472301735437						приехать_VERB	-0.0975247156659403	0.022171978463307457	13.0	17.09459539521005	что_SCONJ	0.0961547685974294	0.02412540383344703	19.0	23.30514010310983															
4	проводить_VERB	-0.120366893372721	0.004702812778070336	15	23.476441388127117	теперь_ADV	0.09177099700353575	0.03140785464046967	9.0	61.93628935100619						помнить_VERB	-0.09795459760601136	0.021587978045440458	6.0	49.26376589969512	было_AUX	-0.10439303076484932	0.01431106643910368	6.0	20.250159011331707	первый_ADJ	-0.09281073393284459	0.029528960338006775	6.0	39.03728556684496	как_ADV	-0.08864249935115348	0.037689683105314696	5.0	54.65004050270631	мама_NOUN	0.10368676365364263	0.014986798755654842	5.0	30.70795065033677											день_NOUN	0.09009937175351936	0.034642870190752795	8.0	45.763231521984444	ты_PRON	0.09464242423170059	0.026453015033420412	88.0	41.87512279790451	мочь_VERB	0.10002130170591403	0.018963028762899355	23.0	44.0511158162152																					соскучиться_VERB	-0.08618416939606885	0.043346071421565754	6.0	54.182589276957195	и_CCONJ	0.10006159638425755	0.018914745667155633	61.0	26.915683084362467						свой_DET	-0.09539304039130624	0.02527463364263107	8.0	19.486742538468555	речка_NOUN	-0.09205164955082873	0.030890877835296465	6.0	29.840587988896385															
5	брать_VERB	-0.11907403325353035	0.005171788067917388	6	25.8175660350436	была_AUX	-0.08600941061276066	0.04377406399310335	6.0	86.32245419439981						мой_DET	0.08789176066225379	0.03934656788878513	17.0	89.78886792220766	нет_VERB	0.10353159739126104	0.01513895824242901	5.0	21.42162591303705	приехать_VERB	-0.08813225075244302	0.03880921687723421	6.0	51.30578471170362						безумно_ADV	0.10190960921762457	0.016812534162164217	5.0	34.44888249827448											на_ADP	0.08870110092305727	0.03756287755351129	26.0	49.62056124818841	рад_ADJ	-0.09343312641275162	0.028451030496360576	5.0	45.037981275738794	вы_PRON	-0.09321977159473586	0.02881667170485177	14.0	66.94112837037066																					но_CCONJ	0.08594920631018185	0.04392232898977506	37.0	54.902911237218824	свой_DET	0.09786636815486498	0.02170673775760797	11.0	30.88868782907614						время_NOUN	0.0874307244481546	0.040394331808468034	7.0	31.144029824328854	целый_ADJ	0.09076380873628205	0.03332453189555324	13.0	32.19149781110443															
6	как_ADV	-0.11806333750041922	0.00556731951675683	109	27.792059027650097	одноклассник_NOUN	0.08399651166280496	0.04896553675010015	8.0	96.5600384711975						она_PRON	0.08670993574089138	0.042079649371586945	5.0	96.0257598659614	сейчас_ADV	-0.09487948686188538	0.026075841533070278	12.0	36.897315769294444	последний_ADJ	0.08587267011324187	0.04411142474654299	70.0	58.31530351492983						и_PART	0.10026804240748799	0.018669049881602704	23.0	38.25288320740394											но_CCONJ	0.08705359516676023	0.04126886002349554	23.0	54.51616409103761	ждать_VERB	0.09150675037838027	0.031901358584937596	11.0	50.499850639956215	гулять_VERB	-0.09113010610528724	0.03261622485543475	19.0	75.76749033917493																					целое_NOUN	0.08538846582706636	0.04532368240154868	9.0	56.65460300193585	соскучиться_VERB	0.09619575720102286	0.024064865888913437	5.0	34.24430415992382											уже_ADV	0.08928418777882699	0.0363207638943058	12.0	35.085857921899404															
7	море_NOUN	-0.11391964766328197	0.00748887421625596	23	37.38446008754975											бы_AUX	0.08427342137588176	0.048222138876987945	11.0	110.0429209172865	последний_ADJ	-0.09213853081905321	0.03073232196871058	7.0	43.486235585725474											узнать_VERB	0.09821300955612637	0.021243386932310912	20.0	43.52769982430506																милый_ADJ	0.08605303315615864	0.04366689838748206	10.0	69.1247001473841	очень_ADV	0.08410903012052752	0.04866231819352541	83.0	113.04256516355952																					так_ADV	0.08504540788325632	0.04619941269015658	21.0	57.74926586269572	весь_DET	0.08431261706070385	0.04811768116811713	12.0	68.47146030223067											мочь_VERB	0.08571538093607417	0.04450218651604093	8.0	42.98911217449554															
8	жалко_ADV	-0.11181112289864142	0.008678357044028737	6	43.32235836379145											весь_DET	0.08375922399132607	0.04961017416479496	9.0	113.2104174440621																хотеться_VERB	0.09600422226261646	0.024348883948848772	51.0	49.89086321119113																что_SCONJ	0.08493849257560622	0.04647522463190142	32.0	73.57028059229995	отдыхать_VERB	-0.08382200728272557	0.049438924510163414	7.0	114.8466216371096																					погода_NOUN	-0.08374812016430677	0.04964051288480574	10.0	62.05064110600718																не_PART	0.08424789969025404	0.048290257028529175	32.0	46.648388289559186															
