	я_PRON	я_PRON	я_PRON	я_PRON	я_PRON	свой_DET	свой_DET	свой_DET	свой_DET	свой_DET	они_PRON	они_PRON	они_PRON	они_PRON	они_PRON	он_PRON	он_PRON	он_PRON	он_PRON	он_PRON	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	очень_ADV	очень_ADV	очень_ADV	очень_ADV	очень_ADV	она_PRON	она_PRON	она_PRON	она_PRON	она_PRON	думать_VERB	думать_VERB	думать_VERB	думать_VERB	думать_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мой_DET	мой_DET	мой_DET	мой_DET	мой_DET	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	потом_ADV	потом_ADV	потом_ADV	потом_ADV	потом_ADV	знать_VERB	знать_VERB	знать_VERB	знать_VERB	знать_VERB	первый_ADJ	первый_ADJ	первый_ADJ	первый_ADJ	первый_ADJ	год_NOUN	год_NOUN	год_NOUN	год_NOUN	год_NOUN	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	еще_ADV	еще_ADV	еще_ADV	еще_ADV	еще_ADV	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	день_NOUN	день_NOUN	день_NOUN	день_NOUN	день_NOUN	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB
	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni
0	у_ADP	0.14233960179514613	0.009959683695074144	38.0	49.71874100581013	то_PRON	-0.13681230637508493	0.013279797413378275	10.0	26.18776049918196	сказать_VERB	-0.17246043444026415	0.0017470511671752822	6.0	2.5734063692491906	всего_PRON	-0.16334596918887162	0.0030523222106669814	5.0	6.965399284742052	сделать_VERB	-0.1975198787554186	0.0003261796570494156	5.0	0.4615442147249231	хотеть_VERB	-0.13612298230530942	0.013755624909936006	9.0	19.945656119407207	интересный_ADJ	-0.1496475968989987	0.006707695350839611	6.0	13.744067773870364	решить_VERB	0.15011735184516364	0.006535582232388034	11	15.110266121281134	она_PRON	0.15233029018141567	0.005776814005917792	47.0	6.331388150485901	ситуация_NOUN	-0.17818293091844287	0.001213449451527364	10.0	1.6029667254676478	по_ADP	0.1327323491621065	0.016320774109196814	19.0	25.835785414858556	два_NUM	-0.159202533145763	0.0038981533335547837	5.0	4.798626753605939	в_ADP	0.15834825175478062	0.0040969204658205804	6.0	3.2283733270666173	но_CCONJ	0.1772874172717126	0.001285602076921769	12.0	1.2328923917679764	изобразить_VERB	-0.16256167964448728	0.003198345660222843	8.0	2.040544531222174	взгляд_NOUN	-0.10985483091228655	0.0471528584913738	5.0	52.622590076373164	что_SCONJ	0.13122576301354086	0.017588814748370898	21.0	21.986018435463624	этот_DET	-0.12544366460139555	0.02328671924020848	5.0	33.137001478816664	это_PRON	0.11050257618319903	0.04585773017526904	7.0	19.21438894343773	и_CCONJ	0.12257802399454577	0.026659171619722675	18.0	25.752759784652103	план_NOUN	0.1383621350078192	0.012262524271309198	7.0	8.976167766598333	и_CCONJ	0.11980407903337004	0.030315408410960646	29.0	22.857817941864326
1	когда_SCONJ	0.13921378378763613	0.011733306868014163	10.0	58.5726678851267	всегда_ADV	0.1314305570793729	0.017411548044541886	5.0	34.3355727438366	я_PRON	-0.14942440150209033	0.006790884060917274	21.0	10.002972221731145	скорее_ADV	-0.14186416856434397	0.01021310639848227	5.0	23.306308801336538	молодость_NOUN	-0.11257596059256335	0.04191100291748664	7.0	59.30406912824359	показать_VERB	-0.13373609172380663	0.015521011837732341	5.0	22.505467164711895	на_ADP	-0.12872758245660437	0.019881263411634518	16.0	40.736708730439126	лицо_NOUN	-0.14609406431572242	0.008146572582054526	26	18.834875809710063	то_PRON	0.1342470666009766	0.015127222610143772	17.0	16.579435980717573	из_ADP	-0.14343935542505273	0.009394726587491346	5.0	12.410433822076069	мнение_NOUN	0.12158743952076682	0.027918777274021988	17.0	44.19542442477681	показать_VERB	-0.14931305322624483	0.0068327295032118585	6.0	8.411090018453798	а_CCONJ	0.1263916480788805	0.02225539425803797	13.0	17.537250675333922	делать_VERB	0.14037467966211484	0.011044438329511096	5.0	10.59161635800114											как_SCONJ	0.11064394377759752	0.04557907500333167	7.0	56.97384375416459																на_ADP	0.12262261883446915	0.026603633958439534	59.0	19.47386005757774					
2	увидеть_VERB	-0.13731632854532294	0.012941106417470549	8.0	64.60200323601298	-_PRON	-0.11977729378250714	0.03035270570427358	7.0	59.855535648827505	и_CCONJ	0.12787620570201724	0.0207197624031395	75.0	30.520210019824482	по_ADP	0.13735902854863177	0.012912765617762546	16.0	29.46693113973413						юный_ADJ	0.1262186531991845	0.022440594151638273	5.0	32.538861519875496	добрый_ADJ	-0.11264638739195022	0.0417821330268359	5.0	85.61159057198677	интересный_ADJ	-0.14425426376819744	0.008994640452048478	8	20.79560872513608	его_DET	-0.11958451382810843	0.030622302678037217	7.0	33.56204373512879	с_ADP	-0.12579947010134976	0.022894890743733933	14.0	30.244150672472525	это_PRON	0.12125067961283657	0.02835846960206523	9.0	44.891457380069255	этот_DET	0.1250847633472871	0.02368781416435636	25.0	29.15969923632268						он_PRON	0.11814765630435564	0.032696928902948084	10.0	31.356354817927212																															а_CCONJ	0.11303986270662494	0.041068263693238606	6.0	30.06196902345066					
3	они_PRON	-0.12453371514763416	0.024315255159559356	21.0	121.38175375652031	парень_NOUN	-0.11966865956818536	0.030504376680667158	10.0	60.154630814275635	будущее_NOUN	0.1240987928783885	0.024820546634805825	6.0	36.56066519306898	от_ADP	-0.13028511662041534	0.018423400445518996	13.0	42.04219981667435						передний_ADJ	0.12502542796896807	0.023754696706106575	8.0	34.444310223854536	красивый_ADJ	0.10906665738883287	0.048769929293533944	5.0	99.92958512245104	смерть_NOUN	0.1392060124865495	0.011738043342414427	8	27.138356207662156	смотреть_VERB	0.11707078196873988	0.0343292785491751	7.0	37.62488928989591	такой_DET	-0.12206927600453751	0.027299845157120955	12.0	36.06309545255678						быть_VERB	-0.12209737271199	0.02726412068852919	8.0	33.56213256757943																																																		
4	какой_DET	-0.12081740614511584	0.028932899750675825	19.0	144.43303555537372	женщина_NOUN	-0.10872443500200818	0.04948634895689125	29.0	97.58708014298955	она_PRON	-0.11769160024832623	0.033379969785760515	16.0	49.168695494425236	её_DET	-0.1268034106539198	0.021819895110451935	12.0	49.79300064205132						очень_ADV	-0.1242539909031139	0.024639208801836173	13.0	35.72685276266245						все_ADV	0.1374011191832826	0.012884882773709293	5	29.789848972815886																лицо_NOUN	-0.11881251137894315	0.03172253169551253	5.0	39.050436517175925																																																		
5											мать_NOUN	0.11658485648308983	0.03508825134004057	16.0	51.68499422387976	весь_DET	-0.1170259059142642	0.034398780795200035	16.0	78.49801777464648						стоить_VERB	0.10969948371413385	0.047467978320810914	7.0	68.82856856517583						равный_ADJ	0.1374011191832826	0.012884882773709293	5	29.789848972815886																взгляд_NOUN	-0.11794411450244108	0.033000289743524695	8.0	40.6233566742789																																																		
6											-_ADV	-0.11356935290159677	0.0401238835304839	9.0	59.102480440402786	понимать_VERB	0.11284274518285929	0.04142459129441112	8.0	94.53091733384618						и_PART	0.10907381684174694	0.04875503450981298	10.0	70.69480003922882						это_PRON	0.1321449733497614	0.016805310304284466	53	38.853877423505686																девушка_NOUN	0.11305811438920642	0.041035401429663707	6.0	50.514579159916025																																																		
7											что_SCONJ	-0.11069886064160006	0.04547120992737541	40.0	66.97909222302398	картина_NOUN	0.11029025642650905	0.046278924748704514	6.0	105.60850627654371																можно_ADV	-0.1271092384796166	0.021501232922007507	8	49.71085051568136																нее_PRON	-0.11300161037260309	0.041137209251932746	9.0	50.63990458912921																																																		
8																однажды_ADV	0.10937481115798774	0.048132265911067604	6.0	109.83783080905627																должный_ADJ	0.12662217016264035	0.02201066552752031	5	50.88865869962696																бабушка_NOUN	0.10973803727567528	0.047389608941310765	7.0	58.33660860675355																																																		
