	Unnamed: 0	я_PRON	я_PRON.1	я_PRON.2	я_PRON.3	я_PRON.4	свой_DET	свой_DET.1	свой_DET.2	свой_DET.3	свой_DET.4	они_PRON	они_PRON.1	они_PRON.2	они_PRON.3	они_PRON.4	он_PRON	он_PRON.1	он_PRON.2	он_PRON.3	он_PRON.4	она_PRON	она_PRON.1	она_PRON.2	она_PRON.3	она_PRON.4	думать_VERB	думать_VERB.1	думать_VERB.2	думать_VERB.3	думать_VERB.4	жизнь_NOUN	жизнь_NOUN.1	жизнь_NOUN.2	жизнь_NOUN.3	жизнь_NOUN.4	потом_ADV	потом_ADV.1	потом_ADV.2	потом_ADV.3	потом_ADV.4	знать_VERB	знать_VERB.1	знать_VERB.2	знать_VERB.3	знать_VERB.4	первый_ADJ	первый_ADJ.1	первый_ADJ.2	первый_ADJ.3	первый_ADJ.4	год_NOUN	год_NOUN.1	год_NOUN.2	год_NOUN.3	год_NOUN.4	хороший_ADJ	хороший_ADJ.1	хороший_ADJ.2	хороший_ADJ.3	хороший_ADJ.4	произойти_VERB	произойти_VERB.1	произойти_VERB.2	произойти_VERB.3	произойти_VERB.4	ждать_VERB	ждать_VERB.1	ждать_VERB.2	ждать_VERB.3	ждать_VERB.4	ничто_PRON	ничто_PRON.1	ничто_PRON.2	ничто_PRON.3	ничто_PRON.4
	Unnamed: 0	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim.1	Pearson C.1	P-value.1	Occ.1	P-Bonferroni.1	Dim.2	Pearson C.2	P-value.2	Occ.2	P-Bonferroni.2	Dim.3	Pearson C.3	P-value.3	Occ.3	P-Bonferroni.3	Dim.4	Pearson C.4	P-value.4	Occ.4	P-Bonferroni.4	Dim.5	Pearson C.5	P-value.5	Occ.5	P-Bonferroni.5	Dim.6	Pearson C.6	P-value.6	Occ.6	P-Bonferroni.6	Dim.7	Pearson C.7	P-value.7	Occ.7	P-Bonferroni.7	Dim.8	Pearson C.8	P-value.8	Occ.8	P-Bonferroni.8	Dim.9	Pearson C.9	P-value.9	Occ.9	P-Bonferroni.9	Dim.10	Pearson C.10	P-value.10	Occ.10	P-Bonferroni.10	Dim.11	Pearson C.11	P-value.11	Occ.11	P-Bonferroni.11	Dim.12	Pearson C.12	P-value.12	Occ.12	P-Bonferroni.12	Dim.13	Pearson C.13	P-value.13	Occ.13	P-Bonferroni.13	Dim.14	Pearson C.14	P-value.14	Occ.14	P-Bonferroni.14
0	0	242_отдых-работа	0.22748221208199698	0.008455785656442897	133.0	1.1246194923069053	219_соблюдение_закона-правонарушение	0.2221031480520138	0.013166422998606006	124.0	1.6326364518271448	6_холодное_отношение-тёплое_отношение	0.20397454141698293	0.03876886347972197	103.0	3.9931929384113634	135_запрет-толчок	-0.20849191855404944	0.02230212538313665	120.0	2.676255045976398	13_личные_отношения-иерархические_отношения	0.16853705061612803	0.02112320809839852	187.0	3.9500399144005223	210_спешка-неторопливость	0.27188034075173345	0.019972199645048663	73.0	1.4579705740885525	298_очевидный-скрытый	0.24711667761489284	0.043794086450832936	67.0	2.9342037922058077	140_шум-тишина	-0.4401754841592943	0.0027894579659328003	44.0	0.1227361505010432	28_неисправность-отлаженность	0.3935221147122988	0.023467397423582604	33.0	0.7744241149782259	240_осторожность-риск	-0.3775973770480194	0.02533328558896923	35.0	0.8866649956139231	38_личное-общее	0.41822491135869294	0.008975806318740195	38.0	0.3410806401121274	183_неживая_природа-живая_природа	0.6176110671763931	0.0003576192851881992	29	0.010370959270457777	211_больница-дом	0.4632566482925882	0.004436433721338878	36.0	0.15971161396819966	182_светское_общество-религия	-0.3964304199122233	0.03675112322994992	28.0	1.0290314504385978	42_деструктивная_коммуникация-конструктивная_коммуникация	0.451661739153697	0.010753802058476902	31.0	0.33336786381278394
1	1	261_болезнь-здоровье	0.2013830356104114	0.02010371542825032	133.0	2.673794151957293	227_иерархия-равенство	-0.2079742180400366	0.020457327276345937	124.0	2.536708582266896	57_улица-дом	0.20363552941083288	0.03910093594593764	103.0	4.0273964024315765	119_окончание-процесс	0.1958175440623884	0.0320795785837426	120.0	3.849549430049112	290_статистика-отсутствие_системы	0.15997945721038198	0.02873349743355012	187.0	5.373164020073872											39_целостность-пустота	0.39850291664462295	0.0073785918367989395	44.0	0.3246580408191533	180_потребление-вывод	-0.3695069536553522	0.03431438409110872	33.0	1.1323746750065875						5_польза-вред	0.3298730880790333	0.04311919019468352	38.0	1.6385292273979741	109_убожество-роскошь	-0.6122142369980018	0.00041614800187061453	29	0.012068292054247823	162_история-одномоментное_происшествие	0.4450833109125208	0.006527258206251648	36.0	0.2349812954250593						236_умственный_труд-физический_труд	0.39631153685750586	0.02730288032693005	31.0	0.8463892901348316
2	2	144_физический_труд-искусство	0.20107149536866484	0.020301132523796957	133.0	2.7000506256649954	56_протест-мир	0.20628036190083046	0.021530147086455047	124.0	2.669738238720426						280_радость-недовольство	-0.18137374663213174	0.04742007465882043	120.0	5.690408959058452	106_кончина-вечное_искусство	-0.15792965356785088	0.030870283683168118	187.0	5.772743048752438											217_завоевание-бегство	-0.3726959717088122	0.01272033880077787	44.0	0.5596949072342263	19_быстрое_явление-длительное_явление	0.35673858713671114	0.04156082893408543	33.0	1.3715073548248191											205_отдых-рабочий_процесс	0.6108673495826065	0.00043200728826566745	29	0.012528211359704356	240_осторожность-риск	-0.4405256386683855	0.007168122158238473	36.0	0.25805239769658506						133_торможение-развитие	0.3710294306775293	0.039887414349833665	31.0	1.2365098448448435
3	3	277_неживая_природа-живая_природа	0.19973242273135475	0.0211688288332793	133.0	2.815454234826147	176_животное-человек	0.20241159907916845	0.024163289362895427	124.0	2.9962478809990323											140_шум-тишина	-0.15040341882272085	0.03991305409409353	187.0	7.4637411155954885											285_опасность-безопасность	0.3469590109190709	0.021032386275642655	44.0	0.9254249961282768	253_соблюдение_закона-правонарушение	0.3549924719356873	0.04264101408022791	33.0	1.407153464647521											282_путешествие-домоседство	-0.6087234754191152	0.0004583482039989704	29	0.013292097915970141	51_творческая_реализация - эмоциональное_переживание	-0.4231618599267008	0.010127531941275345	36.0	0.3645911498859124						28_неисправность-отлаженность	-0.3705091536756648	0.04018842626966236	31.0	1.2458412143595332
4	4	77_природные_процессы-военные_процессы	-0.1908171673583647	0.027800138445913874	133.0	3.697418413306545	289_недовольство-радость	-0.18967831649417569	0.03486085080133592	124.0	4.322745499365654											245_любовь-ненависть	0.14786910838316245	0.043421000785305225	187.0	8.119727146852076											16_воля-неволя	-0.3154077613178575	0.03702289837870218	44.0	1.6290075286628958																175_нематериальное-материальное	-0.6083079875368339	0.000463613307072472	29	0.013444785905101687	84_последовательность-разлад	-0.4141974867017157	0.012024707455938595	36.0	0.4328894684137895										
5	5	180_потребление-вывод	-0.1866252511180436	0.03148524516909669	133.0	4.18753760748986	298_очевидный-скрытый	0.17973212840145994	0.04577747389314432	124.0	5.676406762749894											259_процесс-итог	-0.1455652600555007	0.046830646744192087	187.0	8.75733094116392											209_отрицание-утверждение	-0.311890133632771	0.03930205153658405	44.0	1.7292902676096982																129_успех-беда	0.5957485555614992	0.000650015688743087	29	0.018850454973549518	145_высказывание-умалчивание	0.3860618577349048	0.02004002501581345	36.0	0.7214409005692842										
6	6	99_благоразумие-безолаберность	-0.1826807615691084	0.03532309638794112	133.0	4.6979718195961695																															80_сон-бодрствование	0.31167552452240593	0.039444736119130366	44.0	1.7355683892417364																227_иерархия-равенство	0.5905497115383246	0.0007446112947376867	29	0.02159372754739292	64_человеческое_взаимодействие-механическое_взаимодействие	-0.3821173123734026	0.02145724044241936	36.0	0.772460655927097										
7	7	232_проблема-решение_проблем	0.17953483463462375	0.03866023378693408	133.0	5.141811093662231																															264_безопасность-опасность	-0.30033595282709713	0.04760860686856396	44.0	2.0947787022168143																154_знание-сомнение	0.5900899978532298	0.0007535280773859242	29	0.021852314244191803	54_реальность-когнитивные_процессы	0.37346125328432506	0.02486080190552941	36.0	0.8949888685990587										
8	8	178_мыслительная_работа-физическая_работа	-0.17533856339916454	0.043520254171958914	133.0	5.788193804870534																															21_получение_результата-разработка	0.29840468188281905	0.04912656810674602	44.0	2.161568996696825																110_негативные_эмоции-положительные_эмоции	0.5892727338760992	0.0007696108431984223	29	0.02231871445275425	160_победа-поражение	0.3700567508421701	0.02631637982465473	36.0	0.9473896736875704										
9	9	49_развитие-откат	0.17327567521953452	0.046090461788243664	133.0	6.130031417836407																																																			243_проблема-решение_проблем	-0.5843164254972487	0.000873730241631941	29	0.025338177007326292	177_изыскание-решение	-0.34626252852614503	0.038570592567983814	36.0	1.3885413324474172										
10	10	93_учёба-отдых	0.17323572078912128	0.046141463210276096	133.0	6.136814606966722																																																			90_отдых-напряжение	0.5819439291346444	0.0009277823449542512	29	0.026905688003673288															
11	11	149_нищета-состояние	0.17265863094998468	0.04688336686875568	133.0	6.235487793544506																																																			35_кончина-вечное_искусство	-0.5747236090297607	0.0011106462535874027	29	0.03220874135403468															
12	12	208_неживая_природа-живая_природа	-0.17161015816818775	0.04825666326968945	133.0	6.418136214868697																																																			295_прощение-мстительность	0.5732151356185484	0.0011525853266477384	29	0.03342497447278441															
13	13	161_холодное_отношение-тёплое_отношение	0.17155402265276187	0.048331122196520714	133.0	6.428039252137254																																																			275_жизненный_процесс-кончина	0.5671764558173968	0.0013345955715190038	29	0.03870327157405112															
14	14																																																								111_нежелание-желание	0.5664819558351261	0.001357049242473258	29	0.03935442803172448															
15	15																																																								92_жизнь-смерть	0.5599779815278115	0.001583773586020056	29	0.04592943399458162															
16	16																																																								45_наука-быт	-0.5580698697645688	0.0016562298048084735	29	0.048030664339445736															
17	17																																																								7_чужбина-родной_дом	-0.5558351894230635	0.0017447246616311524	29	0.05059701518730342															
18	18																																																								138_война-мир	-0.5507744109321054	0.001960410339921369	29	0.05685189985771971															
19	19																																																								131_процесс-завершение	0.5468201634900586	0.0021446292390255033	29	0.062194247931739575															
20	20																																																								291_работа-санкция	0.5404456848605476	0.002473103353998373	29	0.07171999726595284															
21	21																																																								280_радость-недовольство	0.5263914840950488	0.0033536983565681665	29	0.09725725234047684															
22	22																																																								297_юмор-суровость	-0.5225542656416462	0.0036364314168086157	29	0.10545651108744986															
23	23																																																								242_отдых-работа	0.5155382457076466	0.004206397837900551	29	0.12198553729911595															
24	24																																																								179_работа-искусство	-0.5153943973788931	0.004218839682117644	29	0.12234635078141168															
25	25																																																								93_учёба-отдых	0.5102995223534573	0.004680268979722672	29	0.13572780041195753															
26	26																																																								34_духовное_наслаждение-физическое_наслаждение	0.5095080768712896	0.0047556753439292184	29	0.13791458497394735															
27	27																																																								89_апатия-взбудораженность	-0.5072369929383946	0.00497783555990391	29	0.14435723123721336															
28	28																																																								108_творчество-власть	-0.5053053696116007	0.005173690863473206	29	0.15003703504072294															
29	29																																																								253_соблюдение_закона-правонарушение	0.4972130470590143	0.006067145955769343	29	0.17594723271731094															
30	30																																																								13_личные_отношения-иерархические_отношения	0.4957172927683241	0.006245865585860667	29	0.18113010198995932															
31	31																																																								202_отставание-лидерство	0.4944958699000249	0.006395100944186961	29	0.18545792738142186															
32	32																																																								155_поражение-победа	0.4924320786094575	0.006654129306547843	29	0.1929697498898874															
33	33																																																								116_смерть-жизнь	0.4884747965350489	0.007175727238620923	29	0.2080960899200068															
34	34																																																								69_труд-месть	-0.4880952881086663	0.007227517896742246	29	0.2095980190055251															
35	35																																																								14_изобилие-недостаток	-0.4863793920024657	0.007465646612665619	29	0.21650375176730294															
36	36																																																								56_протест-мир	0.4817497088510577	0.008141467102618481	29	0.23610254597593594															
