	Unnamed: 0	свой_DET	свой_DET.1	свой_DET.2	свой_DET.3	свой_DET.4	хотеть_VERB	хотеть_VERB.1	хотеть_VERB.2	хотеть_VERB.3	хотеть_VERB.4	человек_NOUN	человек_NOUN.1	человек_NOUN.2	человек_NOUN.3	человек_NOUN.4	очень_ADV	очень_ADV.1	очень_ADV.2	очень_ADV.3	очень_ADV.4	она_PRON	она_PRON.1	она_PRON.2	она_PRON.3	она_PRON.4	думать_VERB	думать_VERB.1	думать_VERB.2	думать_VERB.3	думать_VERB.4	мочь_VERB	мочь_VERB.1	мочь_VERB.2	мочь_VERB.3	мочь_VERB.4	мой_DET	мой_DET.1	мой_DET.2	мой_DET.3	мой_DET.4	потом_ADV	потом_ADV.1	потом_ADV.2	потом_ADV.3	потом_ADV.4	знать_VERB	знать_VERB.1	знать_VERB.2	знать_VERB.3	знать_VERB.4	год_NOUN	год_NOUN.1	год_NOUN.2	год_NOUN.3	год_NOUN.4	хороший_ADJ	хороший_ADJ.1	хороший_ADJ.2	хороший_ADJ.3	хороший_ADJ.4	еще_ADV	еще_ADV.1	еще_ADV.2	еще_ADV.3	еще_ADV.4	произойти_VERB	произойти_VERB.1	произойти_VERB.2	произойти_VERB.3	произойти_VERB.4	день_NOUN	день_NOUN.1	день_NOUN.2	день_NOUN.3	день_NOUN.4	видеть_VERB	видеть_VERB.1	видеть_VERB.2	видеть_VERB.3	видеть_VERB.4	жить_VERB	жить_VERB.1	жить_VERB.2	жить_VERB.3	жить_VERB.4	ничто_PRON	ничто_PRON.1	ничто_PRON.2	ничто_PRON.3	ничто_PRON.4
	Unnamed: 0	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim.1	Pearson C.1	P-value.1	Occ.1	P-Bonferroni.1	Dim.2	Pearson C.2	P-value.2	Occ.2	P-Bonferroni.2	Dim.3	Pearson C.3	P-value.3	Occ.3	P-Bonferroni.3	Dim.4	Pearson C.4	P-value.4	Occ.4	P-Bonferroni.4	Dim.5	Pearson C.5	P-value.5	Occ.5	P-Bonferroni.5	Dim.6	Pearson C.6	P-value.6	Occ.6	P-Bonferroni.6	Dim.7	Pearson C.7	P-value.7	Occ.7	P-Bonferroni.7	Dim.8	Pearson C.8	P-value.8	Occ.8	P-Bonferroni.8	Dim.9	Pearson C.9	P-value.9	Occ.9	P-Bonferroni.9	Dim.10	Pearson C.10	P-value.10	Occ.10	P-Bonferroni.10	Dim.11	Pearson C.11	P-value.11	Occ.11	P-Bonferroni.11	Dim.12	Pearson C.12	P-value.12	Occ.12	P-Bonferroni.12	Dim.13	Pearson C.13	P-value.13	Occ.13	P-Bonferroni.13	Dim.14	Pearson C.14	P-value.14	Occ.14	P-Bonferroni.14	Dim.15	Pearson C.15	P-value.15	Occ.15	P-Bonferroni.15	Dim.16	Pearson C.16	P-value.16	Occ.16	P-Bonferroni.16	Dim.17	Pearson C.17	P-value.17	Occ.17	P-Bonferroni.17
0	0	290_статистика-отсутствие_системы	-0.22180079783099807	0.0009765834250438617	218.0	0.2128951866595618	240_осторожность-риск	0.23966704940660416	0.010923029475165923	113.0	1.2343023306937495	151_забытье-сознание	-0.17588786866935666	0.01723476447930069	183.0	3.1539618997120256	69_труд-месть	-0.22901225429423505	0.011515300307632743	122.0	1.404866637531195	123_отдых-работа	-0.1328473762694347	0.029378008052172788	270.0	7.932062174086652	78_популярность-безвестность	0.25225373195678275	0.003161786635903085	136.0	0.4300029824828196	261_болезнь-здоровье	0.1768217720940292	0.039465437721594436	136.0	5.367299530136843	217_завоевание-бегство	-0.33694591637641624	0.0049590908660919406	68.0	0.33721817889425204	258_конец-начало	-0.33798048871305114	0.010131206975836205	57.0	0.5774787976226637	192_производство-наука	-0.3032565027295148	0.010712401235603613	71.0	0.7605804877278565	285_опасность-безопасность	-0.253338394655071	0.021649688708644685	82.0	1.7752744741088642	300_беспокойство-спокойствие	-0.4157528726358808	0.00020769717710993565	75.0	0.015577288283245175	285_опасность-безопасность	0.38009095008555055	0.001172276226330594	70.0	0.08205933584314158	95_доброта-злость	0.4132510314636277	0.003507721336431377	48.0	0.16837062414870607	151_забытье-сознание	0.4714888362734804	0.00644854124522612	32.0	0.20635331984723584	214_спешка-неторопливость	0.2772018941775316	0.004199174344714264	105.0	0.44091330619499775	166_порядочность-мошенничество	0.3801773124621348	0.0017852531381278066	65	0.11604145397830742	84_последовательность-разлад	0.3817659802382389	0.01972302453827148	37.0	0.7297519079160448
1	1	93_учёба-отдых	-0.20157058992394314	0.0027916663406955945	218.0	0.6085832622716396	158_конец-начало	0.20007910171166346	0.03441968573920682	113.0	3.8894244885303695	166_порядочность-мошенничество	0.16555065365983232	0.025113049356173357	183.0	4.595688032179724	148_усталость-бодрость	-0.22858052691016825	0.011676728117476007	122.0	1.4245608303320734	140_шум-тишина	-0.13086017311864606	0.03191241502141617	270.0	8.616352055782366	17_полемика-консенсус	-0.2515435604679845	0.0032508321702152125	136.0	0.4421131751492689	151_забытье-сознание	0.17604426726752775	0.04035454614835102	136.0	5.488218276175739	131_процесс-завершение	-0.3282954170529292	0.006272195859353312	68.0	0.4265093184360253	240_осторожность-риск	0.3029330021213673	0.021990308983248788	57.0	1.253447612045181	246_чистота-беспорядок	-0.3023289414571147	0.01096695262161025	71.0	0.7786536361343277	52_близость-расстояние	-0.2528016280159758	0.021938669744541683	82.0	1.7989709190524177	284_учеба-производство	0.33702390640924473	0.0031093758194880865	75.0	0.2332031864616065	190_погода-животное	-0.31308327662093405	0.008315579365090937	70.0	0.5820905555563656	225_кража-находка	0.3766787446261021	0.008317633974539078	48.0	0.3992464307778757	188_страх-надёжность	0.3912159068079884	0.02682250827102073	32.0	0.8583202646726634	117_живая_природа-неживая_природа	0.21598229773447603	0.026907642436300474	105.0	2.8253024558115496	288_радость-недовольство	0.36334691468197133	0.0029303244408007967	65	0.1904710886520518	10_рутина-отдых	-0.3608236100290396	0.02823702037861396	37.0	1.0447697540087166
2	2	87_народ-власть	0.1975651355135261	0.003398681394798392	218.0	0.7409125440660494	43_энергия-покой	-0.19419086114029308	0.04020453439299088	113.0	4.543112386407969	76_мир-война	-0.16130054163363905	0.029154868565731417	183.0	5.33534094752885	247_радостное_событие_грустное_событие	-0.22152972578021315	0.014607995855316726	122.0	1.7821754943486403						289_недовольство-радость	-0.244968515592918	0.004188904097975405	136.0	0.569690957324655						57_улица-дом	-0.2842423914855251	0.01881652836100355	68.0	1.2795239285482414	56_протест-мир	-0.2865509964855226	0.03069347070401978	57.0	1.7495278301291275	49_развитие-откат	0.2876688444083039	0.015745764102245218	71.0	1.1179492512594105	294_испытание-безмятежность	-0.2430202072455556	0.027810365222607783	82.0	2.2804499482538376	127_начало-конец	0.3330210982380077	0.003506704192888672	75.0	0.2630028144666504	140_шум-тишина	-0.3078037703608057	0.009537420547456436	70.0	0.6676194383219505	142_равенство-иерархия	-0.3665705674455905	0.010388583186184774	48.0	0.4986519929368691	39_целостность-пустота	0.38543599777705306	0.02936369325531632	32.0	0.939638184170122	63_мир-война	-0.19896821024028216	0.041870563242468815	105.0	4.396409140459227	201_вирус-растение	0.3561169950993444	0.0035969726291515147	65	0.23380322089484845	129_успех-беда	-0.3514480679222373	0.032927174903067236	37.0	1.2183054714134878
3	3	45_наука-быт	-0.19085487916191635	0.0046872333626582115	218.0	1.0218168730594903						139_свобода-неволя	0.16007959054333235	0.03041394914114746	183.0	5.565752692829985	8_застой-работа	0.21734847913081853	0.016633151487126546	122.0	2.029244481429439						176_животное-человек	0.2325857816281033	0.006635477749039072	136.0	0.9024249738693138						159_реальная_жизнь-выдуманная_жизнь	-0.25166856687454536	0.03842553674865511	68.0	2.612936498908548	259_процесс-итог	0.2835902567806813	0.0325389894079733	57.0	1.854722396254478	194_контроль-бесконтрольность	0.2558572696091267	0.032530181152579926	71.0	2.309642861833175	162_история-одномоментное_происшествие	0.24178063429241986	0.028641669295534862	82.0	2.3486168822338582	239_радость-недовольство	-0.3146627581061729	0.005968537200349978	75.0	0.4476402900262484	20_покой-беспокойство	-0.2940252644440308	0.013489683885395315	70.0	0.9442778719776722	224_власть-отставка	0.3455958233971024	0.016133055373085313	48.0	0.774386657908095	242_отдых-работа	0.371613990704614	0.036243366676002635	32.0	1.1597877336320843	84_последовательность-разлад	0.198958535110084	0.04188072818834503	105.0	4.397476459776228	234_холодное_отношение-тёплое_отношение	-0.3514061292903104	0.0041007196163492	65	0.266546775062698	81_религия-наука	-0.33237455636260205	0.04444052269170015	37.0	1.6442993395929055
4	4	52_близость-расстояние	0.1896780352278868	0.00495389385692081	218.0	1.0799488608087364						178_мыслительная_работа-физическая_работа	-0.15779397314234325	0.032895687218022066	183.0	6.019910760898039	46_идея-реализация	-0.2157556694596698	0.017466315231351337	122.0	2.130890458224864						184_правонарушение-соблюдение_закона	0.2191512769781708	0.010656897232008031	136.0	1.4493380235530922						56_протест-мир	0.2474596904168373	0.04189777677177031	68.0	2.849048820480381	251_недостаток-достоинство	-0.2801338784707266	0.034809449529595755	57.0	1.9841386231869582	146_разум-чувство	-0.2465639431457595	0.03962443557302827	71.0	2.813334925685007	45_наука-быт	0.23781236309507064	0.03144545999505705	82.0	2.5785277195946783	240_осторожность-риск	0.3102884627772461	0.006743294040471199	75.0	0.5057470530353401	35_кончина-вечное_искусство	-0.2872507125894006	0.01590492376420746	70.0	1.1133446634945219	30_стихийное_собрание-мероприятия	-0.3313533804316353	0.021415048785339626	48.0	1.027922341696302	91_здоровье-болезнь	0.3660844585895538	0.03933699677745738	32.0	1.2587838968786362						245_любовь-ненависть	-0.35050769008574184	0.0042035902615240135	65	0.2732333669990608	72_недостаток-достоинство	-0.3256220335279538	0.04922148796374682	37.0	1.8211950546586324
5	5	65_серьёзность-веселье	0.1833610700133899	0.006631889760679757	218.0	1.4457519678281872						144_физический_труд-искусство	0.15387430282509884	0.037551958456603404	183.0	6.872008397558424	47_журналистика-литература	0.2146292008799625	0.018077137808791374	122.0	2.2054108126725485						251_недостаток-достоинство	-0.21646139176549306	0.011680994563891734	136.0	1.5886152606892758											136_апатия-взбудораженность	0.2709069508436726	0.0415221267921812	57.0	2.366761227154329	45_наука-быт	-0.23745200255428306	0.047781997402178575	71.0	3.3925218155546784	42_деструктивная_коммуникация-конструктивная_коммуникация	0.2298204953672393	0.037796601896602236	82.0	3.099321355521383	203_концепция-хаотичность	0.30640399394130186	0.007504120708660548	75.0	0.5628090531495412	59_увядание-расцвет	0.2849192930307888	0.016817954751037655	70.0	1.1772568325726358	211_больница-дом	0.3285900391429075	0.022592664332277308	48.0	1.084447887949311	74_тёплые_чувства-холодные_чувства	0.35539969757280565	0.045916092629466984	32.0	1.4693149641429435						121_несовременность-актуальность	0.3458712255120961	0.0047716213280572465	65	0.3101553863237211					
6	6	268_отдых-работа	0.17703664623146265	0.008802991311301666	218.0	1.9190521058637635						56_протест-мир	0.15262176868615632	0.039152440552177314	183.0	7.16489662104845	2_неживая_природа-живая_природа	-0.21436745216886166	0.018221685939626503	122.0	2.223045684634434						175_нематериальное-материальное	0.215983866310274	0.011871553360554198	136.0	1.6145312570353707																87_народ-власть	0.2371070109261844	0.04811611830395244	71.0	3.416244399580623	228_народ-власть	-0.2279642699095672	0.039415800248888334	82.0	3.232095620408844	193_порядок-беспорядок	-0.30451624136318484	0.007900351681971673	75.0	0.5925263761478755	24_активность-пассивность	-0.2823381673693118	0.017880891154885815	70.0	1.251662380842007	45_наука-быт	0.30265328958068216	0.03653826479325789	48.0	1.7538367100763783											47_журналистика-литература	0.3432235844670264	0.005125527392734694	65	0.3331592805277551					
7	7	236_умственный_труд-физический_труд	-0.1753810040000579	0.009466676456004866	218.0	2.0637354674090607						35_кончина-вечное_искусство	0.1463608364080304	0.048038761892829455	183.0	8.791093426387791	93_учёба-отдых	0.21115965296290307	0.02007593345708404	122.0	2.4492638817642525						100_труд-отдых	-0.2146238311440575	0.01242929470746835	136.0	1.6903840802156955																245_любовь-ненависть	0.2367407747502454	0.048472911977737634	71.0	3.4415767504193715	245_любовь-ненависть	0.22317342907104068	0.043863599234218884	82.0	3.5968151372059483	35_кончина-вечное_искусство	-0.30208239139070264	0.008438209623669077	75.0	0.6328657217751807	249_порыв-покой	-0.278632454745332	0.019507263093975227	70.0	1.3655084165782658	148_усталость-бодрость	-0.3026280909620558	0.036554652679879965	48.0	1.7546233286342379											275_жизненный_процесс-кончина	0.33643329318187315	0.006141060505255059	65	0.3991689328415789					
8	8	142_равенство-иерархия	0.1733056940307967	0.010360936871854213	218.0	2.2586842380642183											14_изобилие-недостаток	-0.21077799418590995	0.02030701469958153	122.0	2.4774557933489465						104_неподвижность-подвижность	0.21306788250846725	0.013095399718998054	136.0	1.7809743617837357																					114_церковь-мирская_жизнь	0.22192219885039455	0.0450913612237183	82.0	3.6974916203448998	54_реальность-когнитивные_процессы	-0.2965407667327014	0.009783946163683969	75.0	0.7337959622762975	229_закрытие-открытие	0.2683496033398582	0.0246964287213585	70.0	1.728750010495095	262_серьезность-шутка	-0.2966758906222531	0.04059887715558226	48.0	1.9487461034679483											160_победа-поражение	-0.3346364532310052	0.006437754620887487	65	0.4184540503576866					
