,Word,Lemma,POS,Dep-type,Ancestors,Dependants,Morph
0,Здравствуйте,здравствовать,VERB,ROOT,[],"[19, 28]",Aspect=Imp|Mood=Imp|Number=Plur|Person=Second|VerbForm=Fin|Voice=Act
12,",",",",PUNCT,punct,"[19, 0]",[],
14,меня,я,PRON,obj,"[19, 0]",[],Case=Acc|Number=Sing|Person=First
19,зовут,звать,VERB,conj,[0],"[12, 14, 25]",Aspect=Imp|Mood=Ind|Number=Plur|Person=Third|Tense=Pres|VerbForm=Fin|Voice=Act
25,Nnn,nnn,PROPN,xcomp,"[19, 0]",[],Foreign=Yes
28,.,.,PUNCT,punct,[0],[],
30,Я,я,PRON,nsubj,[32],[],Case=Nom|Number=Sing|Person=First
32,заинтересован,заинтересованный,ADJ,ROOT,[],"[30, 46, 100]",Degree=Pos|Gender=Masc|Number=Sing|StyleVariant=Short
46,работать,работать,VERB,xcomp,[32],[64],Aspect=Imp|VerbForm=Inf|Voice=Act
55,на,на,ADP,case,"[64, 46, 32]",[],
58,вашем,ваш,DET,det,"[64, 46, 32]",[],Case=Loc|Gender=Neut|Number=Sing
64,предприятии,предприятие,NOUN,obl,"[46, 32]","[55, 58, 79]",Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing
75,",",",",PUNCT,punct,"[79, 64, 46, 32]",[],
77,в,в,ADP,case,"[79, 64, 46, 32]",[],
79,должности,должность,NOUN,conj,"[64, 46, 32]","[75, 77, 89]",Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing
89,архитектора,архитектор,NOUN,nmod,"[79, 64, 46, 32]",[],Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing
100,.,.,PUNCT,punct,[32],[],
102,Имею,иметь,VERB,ROOT,[],"[107, 223, 257, 280]",Aspect=Imp|Mood=Ind|Number=Sing|Person=First|Tense=Pres|VerbForm=Fin|Voice=Act
107,опыт,опыт,NOUN,obj,[102],"[112, 157]",Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
112,проектирования,проектирование,NOUN,nmod,"[107, 102]",[127],Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing
127,зданий,здание,NOUN,nmod,"[112, 107, 102]",[145],Animacy=Inan|Case=Gen|Gender=Neut|Number=Plur
134,различного,различный,ADJ,amod,"[145, 127, 112, 107, 102]",[],Case=Gen|Degree=Pos|Gender=Neut|Number=Sing
145,назначения,назначение,NOUN,nmod,"[127, 112, 107, 102]",[134],Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing
155,",",",",PUNCT,punct,"[157, 107, 102]",[],
157,опыт,опыт,NOUN,conj,"[107, 102]","[155, 162]",Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing
162,взаимодействия,взаимодействие,NOUN,nmod,"[157, 107, 102]",[180],Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing
177,со,со,ADP,case,"[180, 162, 157, 107, 102]",[],
180,строителями,строитель,NOUN,nmod,"[162, 157, 107, 102]","[177, 203]",Animacy=Anim|Case=Ins|Gender=Masc|Number=Plur
192,и,и,CCONJ,cc,"[203, 180, 162, 157, 107, 102]",[],
194,смежными,смежный,ADJ,amod,"[203, 180, 162, 157, 107, 102]",[],Case=Ins|Degree=Pos|Number=Plur
203,специальностями,специальность,NOUN,conj,"[180, 162, 157, 107, 102]","[192, 194]",Animacy=Inan|Case=Ins|Gender=Fem|Number=Plur
218,",",",",PUNCT,punct,"[223, 102]",[],
220,на,на,ADP,case,"[223, 102]",[],
223,стадии,стадия,NOUN,obl,[102],"[218, 220, 230]",Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing
230,внедрения,внедрение,NOUN,nmod,"[223, 102]",[240],Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing
240,проекта,проект,NOUN,nmod,"[230, 223, 102]",[],Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
247,",",",",PUNCT,punct,"[257, 102]",[],
