	я_PRON	я_PRON	я_PRON	я_PRON	я_PRON	свой_DET	свой_DET	свой_DET	свой_DET	свой_DET	они_PRON	они_PRON	они_PRON	они_PRON	они_PRON	он_PRON	он_PRON	он_PRON	он_PRON	он_PRON	очень_ADV	очень_ADV	очень_ADV	очень_ADV	очень_ADV	она_PRON	она_PRON	она_PRON	она_PRON	она_PRON	думать_VERB	думать_VERB	думать_VERB	думать_VERB	думать_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	потом_ADV	потом_ADV	потом_ADV	потом_ADV	потом_ADV	знать_VERB	знать_VERB	знать_VERB	знать_VERB	знать_VERB	год_NOUN	год_NOUN	год_NOUN	год_NOUN	год_NOUN	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	день_NOUN	день_NOUN	день_NOUN	день_NOUN	день_NOUN	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON
	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni
0	если_SCONJ	0.13185815804083162	0.017046443133294637	7.0	85.09584412140683	к_ADP	-0.16664749264871706	0.002501685450355803	19.0	4.933323708101644	она_PRON	-0.13541930973748156	0.01425675149210977	16.0	21.00019494787769	от_ADP	-0.14425369180399303	0.008994915867744393	13.0	20.526398010192704	интересный_ADJ	-0.12349781798036208	0.02553363791664148	6.0	52.31842409119839	а_CCONJ	0.1724869862309745	0.0017441434308162163	59	4.032459612047092	его_DET	-0.15389021290538088	0.0052904869754599616	7.0	5.798373725104118	лицо_NOUN	-0.15202536498533512	0.0058764385753096345	9.0	7.762775357984027	что_PRON	-0.14733721418725562	0.007614617670705864	12.0	9.373594352638918	в_ADP	0.15070062757998962	0.006327384520200231	6.0	4.985979001917782	но_CCONJ	0.15848948424115147	0.004063440608298613	12.0	3.8968395433583694	30_NUM	0.11266956718550288	0.041739790770866196	5.0	46.581606500286675	это_PRON	0.12191423046253994	0.02749770673804287	5.0	34.37213342255359	это_PRON	0.12921349946282415	0.01941603987296043	7.0	8.13532070677042	и_CCONJ	0.11519336155095818	0.03734095636701037	18.0	36.071363850532016	на_ADP	0.14307702095149943	0.009577637033956796	59.0	7.010830308856375	и_CCONJ	0.14717923953582507	0.007680451495396007	29.0	5.791060427528589	что_SCONJ	0.133977864817205	0.015333580917234076	8.0	7.881460591458315
1	у_ADP	0.12797892633886934	0.020616994044963557	38.0	102.92003427245808	всегда_ADV	0.1478176462280332	0.007417487247448204	5.0	14.627284851967858	свой_DET	-0.12815159420574782	0.02044524265381712	16.0	30.115842429072618	у_ADP	0.12484593466500378	0.023958014338992653	15.0	54.672188721581236	на_ADP	-0.12039213584158563	0.02950638619445733	16.0	60.45858531244307	говорить_VERB	0.1588354761124736	0.0039824636011590335	13	9.207455845879686						из_ADP	-0.13282392080079486	0.016246346549424966	5.0	21.46142379179038	этот_DET	0.1292153403778676	0.01941429551371816	25.0	23.898997777387056	а_CCONJ	0.12722082865080053	0.021385968196282565	13.0	16.85214293867066	делать_VERB	0.13202008841329663	0.016909935413234392	5.0	16.216628061291782						как_SCONJ	0.1213164611052182	0.028272117950939285	7.0	35.34014743867411	в_ADP	0.11124357893298122	0.04441284978551733	7.0	18.60898406013176	не_PART	0.11134692208224663	0.044214412398818154	7.0	42.711122377258334	а_CCONJ	0.12918579863707705	0.01944230425480679	6.0	14.231766714518571										
2	вообще_ADV	0.1241616851984985	0.024746923256361207	6.0	123.53664089575514	-_PRON	-0.1302159355574829	0.018486121186604042	7.0	36.45463097998317	сказать_VERB	-0.1241189640852652	0.024796913155884327	6.0	36.525853078617615	смотреть_VERB	0.12167740387113532	0.027802309758062527	18.0	63.444870867898686	за_ADP	0.11345919894152945	0.04031882533880548	7.0	82.61327311921242	это_PRON	0.13860327398918437	0.012110584088012553	53	27.99967041148502						ситуация_NOUN	-0.12850868497487694	0.02009398407803026	10.0	26.544152967077977	такой_DET	0.12186788916743693	0.027557083741529664	13.0	33.92277008582302																она_PRON	0.10885272474669651	0.04921676001762948	15.0	61.52095002203685											картина_NOUN	0.10960095800007195	0.047668748425077546	46.0	34.893523847156764										
3	дочь_NOUN	-0.11926654402016021	0.031071446352820702	7.0	155.10866019328094	хотеться_VERB	0.1258304917964275	0.02286100007876644	5.0	45.081892155327424						красивый_ADJ	0.11717474601244342	0.034168721927789546	8.0	77.97302343921574						решить_VERB	0.1306636073319815	0.018083525689460065	11	41.80911139403167						такой_DET	-0.11693258170716446	0.03454370088639444	12.0	45.63222887092706	что_SCONJ	0.11637091133919866	0.03542690854197936	35.0	43.61052441517659																																													
4	глаз_NOUN	0.1192511813613481	0.03109328843708267	9.0	155.2176958779167	старость_NOUN	0.1235226806102937	0.02550379086228218	7.0	50.29347558042046						о_ADP	-0.11540273033854803	0.036994370530211616	27.0	84.42115354994291						интересный_ADJ	-0.1301482189356137	0.018547694299139224	8	42.88226921960989											его_DET	0.10969520857006368	0.04747667525543719	10.0	58.44378723944318																																													
5	как_ADV	-0.11180515193103698	0.04334348015655098	14.0	216.37065294150247	они_PRON	-0.11974419387322671	0.03039885008488541	16.0	59.94653236739403						всего_PRON	-0.1147400462550204	0.03810080240929791	5.0	86.94603109801783						потому_ADV	0.1280973111021029	0.020499103274940974	11	47.39392677166353											девушка_NOUN	0.10892503893893253	0.04906533983932138	6.0	60.399433342204624																																													
6	бабушка_NOUN	-0.11173597724031534	0.043474024699461024	10.0	217.02233129970944	что_SCONJ	0.11705282842019415	0.03435706994322726	30.0	67.75214192804415						так_ADV	-0.1132580265081343	0.04067690789306892	7.0	92.82470381198328						к_ADP	-0.12485316359258881	0.023949796969862665	44	55.37193059432248																																																												
7	и_CCONJ	-0.11077271808365872	0.04532648039980322	70.0	226.26979015581767	его_DET	-0.1151274549998626	0.03745062473909297	6.0	73.85263198549133						убить_VERB	0.11085577875013931	0.04516417835863344	6.0	103.06465501440151						смерть_NOUN	0.12213591689481637	0.027215177770128662	8	62.921491004537465																																																												
8						старый_ADJ	-0.1127861038728481	0.0415274620226088	7.0	81.89215510858455																должный_ADJ	0.11987826657816254	0.030212310041968893	5	69.85086081703209																																																												
