	я_PRON	я_PRON	я_PRON	я_PRON	я_PRON	свой_DET	свой_DET	свой_DET	свой_DET	свой_DET	они_PRON	они_PRON	они_PRON	они_PRON	они_PRON	он_PRON	он_PRON	он_PRON	он_PRON	он_PRON	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	время_NOUN	время_NOUN	время_NOUN	время_NOUN	время_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	очень_ADV	очень_ADV	очень_ADV	очень_ADV	очень_ADV	она_PRON	она_PRON	она_PRON	она_PRON	она_PRON	думать_VERB	думать_VERB	думать_VERB	думать_VERB	думать_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мой_DET	мой_DET	мой_DET	мой_DET	мой_DET	мы_PRON	мы_PRON	мы_PRON	мы_PRON	мы_PRON	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	потом_ADV	потом_ADV	потом_ADV	потом_ADV	потом_ADV	знать_VERB	знать_VERB	знать_VERB	знать_VERB	знать_VERB	первый_ADJ	первый_ADJ	первый_ADJ	первый_ADJ	первый_ADJ	год_NOUN	год_NOUN	год_NOUN	год_NOUN	год_NOUN	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	еще_ADV	еще_ADV	еще_ADV	еще_ADV	еще_ADV	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	день_NOUN	день_NOUN	день_NOUN	день_NOUN	день_NOUN	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON
	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni
0	нормальный_ADJ	-0.17660840854268298	3.110860840580244e-05	37	0.15529417316176578	жизнь_NOUN	0.10570224970967498	0.013129053597002921	26.0	25.89049369328976	много_ADV	-0.11497769083649045	0.006948797522607187	7.0	10.235578750800387	говорить_VERB	-0.11447334302596858	0.007201730803271245	5.0	16.43434969306498	потому_ADV	0.12445243170208156	0.003462303605910183	6.0	4.899159602362909	этот_DET	-0.12297227863592672	0.0038725135791534385	38.0	5.119462951640846	работать_VERB	-0.10426586106764943	0.014430722235855648	5.0	20.924547241990687	погода_NOUN	-0.1712018709812639	5.4430823732698526e-05	7.0	0.11152875782829928	знать_VERB	0.10105322581078771	0.017759842978941783	9.0	41.0607569673134	дело_NOUN	0.09085451950308324	0.03314791337022999	5.0	36.33011305377207	но_CCONJ	0.10913722310404086	0.010427333705677307	23.0	13.774507825199722	нравиться_VERB	-0.13648301713296443	0.0013340402410278237	6.0	2.1117857015470447	обязательно_ADV	-0.1308337775335259	0.0021080708129981077	11.0	4.897048498594605	что_SCONJ	0.10414366866015473	0.01454652283296921	23.0	17.906769607385097	долго_ADV	-0.0955209227009449	0.025078457385720516	5.0	19.761824419947768	мой_DET	-0.11719043836981852	0.005930609286781256	17.0	5.687454306023224	у_ADP	-0.14393225171275736	0.0007105531939756862	9.0	0.45333293775648775	5_NUM	-0.09078603328152314	0.033281185461367206	5.0	37.1418029748858	самого_ADJ	-0.1387038518802002	0.0011091436782164486	5.0	1.3864295977705607	вот_PART	-0.1263414513584668	0.0029961712099536744	15.0	4.263551631764079	у_ADP	0.0910640947326692	0.032742912497318644	35.0	13.719280336376512	город_NOUN	-0.10259067422738556	0.016091033703701584	5.0	15.54393855777573	новый_ADJ	-0.13827382123916893	0.0011497537557583818	6.0	0.8416197492151355	вот_PART	-0.10955749973756812	0.010133229164729063	12.0	7.640454790205713	новый_ADJ	-0.10026795136798729	0.01866915761301859	11.0	9.595947013091555
1	сейчас_ADV	-0.13107353251971587	0.0020682546521188774	88	10.324727223377437	теперь_ADV	0.10560525533355303	0.013213573453461285	9.0	26.057166850225656	друг_NOUN	0.09466899984996328	0.0264104998364939	9.0	38.90266625915552	не_PART	0.10211466039452176	0.01659238599719752	62.0	37.86382484560474	неделя_NOUN	0.1148503794048743	0.007011882658577291	5.0	9.921813961886867	встреча_NOUN	-0.1162953726236594	0.006325113219136389	6.0	8.361799675698306	быть_AUX	-0.0935037609027127	0.028330860634766027	6.0	41.07974792041074	лето_NOUN	-0.11712837686528042	0.0059572322286166055	18.0	12.206368836435425	рассказывать_VERB	-0.09649259331946285	0.023630362423646013	6.0	54.63339792346958											и_PART	-0.11784290984264637	0.0056571176984614386	9.0	8.955217316664458	хоть_ADV	-0.12316471368831514	0.0038168010945400896	5.0	8.866428942616627	привет_NOUN	-0.0940679346081073	0.027386594455837847	6.0	33.71289777513639	свой_DET	-0.08955698812541167	0.035751728545558116	5.0	28.172362093899796	даже_PART	0.09947023708597857	0.01963420695772387	19.0	18.829204472457192	учёба_NOUN	-0.09567004328663307	0.024851362353204728	6.0	15.855169181344616	где_ADV	0.08464049016178789	0.04725129345380713	8.0	52.73244349444876	хороший_ADJ	-0.12507560000891133	0.003301719291827302	9.0	4.127149114784128	раз_NOUN	-0.0984201160589222	0.020970670398333304	16.0	29.84126397682829	что_SCONJ	0.08656280133291241	0.04243086818777953	14.0	17.778533770679623	у_ADP	-0.08418004053292913	0.04847176736853033	26.0	46.8237272780003	этот_DET	-0.11310241041303332	0.007931408442644677	6.0	5.805790980015904	в_ADP	0.10803197098532097	0.011237232172115263	54.0	8.472873057774908	говорить_VERB	0.08997763579037445	0.03488916601672974	5.0	17.933031332599086
2	работать_VERB	-0.12110259599299794	0.004453420506052455	44	22.231475166213855	была_AUX	-0.10286188088847793	0.01581137018889331	6.0	31.180022012497606	время_NOUN	0.08856214385547448	0.03786415141483195	6.0	55.77389503404746	со_ADP	-0.0988545006657506	0.020408542270698996	5.0	46.57229346173511	если_SCONJ	-0.11453249944744515	0.007171642879135477	10.0	10.1478746739767	уже_ADV	0.0971830122257481	0.022645914553829787	15.0	29.93789904016298	нужный_ADJ	0.08817499398630253	0.03871436510926956	6.0	56.13582940844086	на_ADP	-0.1163975114580981	0.0062789343740930195	74.0	12.865536532516597	ну_PART	0.09089591197966429	0.033067585926526144	8.0	76.45225866212844											знать_VERB	-0.11104305293290642	0.009151815960448331	17.0	14.487324665389707	и_CCONJ	-0.12194962962222441	0.004181134324879269	167.0	9.712775036694541	нужный_ADJ	0.0857912149652786	0.04431342594389702	6.0	54.549827336937234	поехать_VERB	0.0836542345998047	0.049897655000764846	7.0	39.319352140602696	наш_DET	-0.09917587098000985	0.02000114284646605	5.0	19.18109598976094											здесь_ADV	0.10737804949034932	0.011742211592920826	7.0	14.677764491151033						я_PRON	0.0846715487297093	0.04716990549977477	43.0	19.76419040440563	не_PART	0.0840253591719527	0.048887647139865736	32.0	47.2254671371103	у_ADP	-0.10427469744818792	0.014422379603161846	12.0	10.557181869514471	дом_NOUN	0.08820232583623451	0.038653815860858524	9.0	29.14497715908733					
3	всё_PRON	-0.11341430523917859	0.007759833491966955	23	38.73708879189904	я_PRON	0.10029832660667026	0.018633243219266793	105.0	36.74475562839412	с_ADP	0.08831616022175749	0.0384024968126145	48.0	56.566877804981154	помнить_VERB	-0.09358102243808022	0.02819991589751832	6.0	64.3522080781368	поехать_VERB	-0.09786930190518708	0.02170277973841743	12.0	30.709433329860662	о_ADP	-0.09501832851588055	0.025857100367194994	10.0	34.18308668543178	не_PART	0.0852370599101695	0.04570844362058735	27.0	66.27724324985165	увидеться_VERB	0.1045386096924884	0.014175161358362772	9.0	29.04490562328532	даже_PART	-0.08757985770302053	0.04005285543010281	5.0	92.6022017543977											он_PRON	0.08595101979520131	0.04391785675570911	17.0	69.52196724428752	практика_NOUN	-0.1207017206496679	0.004587788518439339	7.0	10.657432728334584											кто_PRON	0.08809797204957405	0.03888542715543695	8.0	37.291124642064034											но_CCONJ	0.10409245639461044	0.014595298691954283	37.0	18.244123364942855																мы_PRON	0.08978626146890192	0.035279367946316524	13.0	25.824497336703697										
4	один_NUM	0.1133307778716017	0.007805454093679385	15	38.96482683564749	месяц_NOUN	-0.0941929017247245	0.02718113768221064	6.0	53.60120350931938	что_SCONJ	0.08755917622622042	0.04010006429660524	21.0	59.06739470889951	то_PRON	0.09051507708095141	0.033812950119269755	10.0	77.16115217217359	увидеться_VERB	0.09310129278298464	0.029021454202182845	10.0	41.065357696088725	всего_PRON	-0.09410216800659502	0.027330179325790797	7.0	36.13049706869543						сложный_ADJ	0.09638482700198481	0.02378731750808541	10.0	48.740213574067006																					написать_VERB	-0.12019248988930328	0.004763751676897362	11.0	11.066195145432571											она_PRON	0.08635910046417508	0.0429211934342501	9.0	41.16142450344584											ладно_PART	0.09231238285265163	0.030417138523940263	8.0	38.02142315492533																														
5	подруга_NOUN	-0.11082327429732497	0.009291459195239405	10	46.38296430263511	ты_PRON	0.08841013090120434	0.03819607705168542	52.0	75.32266394592365											вот_PART	-0.09121114077367305	0.03246127745986125	22.0	45.93270760570367	хорошо_ADV	0.08797750535348817	0.03915426175890156	9.0	51.761934045267864						то_SCONJ	-0.09486518386970222	0.026098465870512687	5.0	53.475756568680495																					ведь_SCONJ	0.10859845607028241	0.010815420966770059	14.0	25.124222905806846											где_ADV	0.08544310621781465	0.045185497387493535	5.0	43.3328919946063											всегда_ADV	0.08540365147689238	0.04528524244386403	6.0	56.60655305483004																														
6	за_ADP	0.10934882020038698	0.010278327057369925	108	51.30940867039067	то_PRON	-0.08402036466616387	0.04890112510764856	9.0	96.43301871228296											сейчас_ADV	-0.08895731456818477	0.03701271074557225	12.0	52.37298570498473	часть_NOUN	0.0877147871704688	0.039746009365258864	7.0	52.544224380872215						идти_VERB	-0.09268669284453632	0.02974792504471708	8.0	60.953498416625294																					город_NOUN	-0.09798372390302032	0.021548897140931635	18.0	50.058088058384186																																																												
7	переполнять_VERB	0.10831886050639371	0.011021824033694965	5	55.020945576205264																получить_VERB	0.08672319869668016	0.0420481107743601	5.0	59.49807674571954	мы_PRON	-0.08731697743406422	0.0406564349137025	54.0	53.747806955914704						узнать_VERB	0.09133312071316495	0.032229224016100656	20.0	66.03768000899025																					родитель_NOUN	-0.095841262646788	0.024592805628385353	6.0	57.12908747473917																																																												
8	учёба_NOUN	0.10475767764917475	0.01397279092318256	80	69.75217228852735																															скорее_ADV	0.09010104064401234	0.03463950401421019	7.0	70.97634372511668																					погода_NOUN	-0.0949513800161754	0.02596237752765976	16.0	60.31060299675362																																																												
