	я_PRON	я_PRON	я_PRON	я_PRON	я_PRON	свой_DET	свой_DET	свой_DET	свой_DET	свой_DET	они_PRON	они_PRON	они_PRON	они_PRON	они_PRON	он_PRON	он_PRON	он_PRON	он_PRON	он_PRON	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	время_NOUN	время_NOUN	время_NOUN	время_NOUN	время_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	очень_ADV	очень_ADV	очень_ADV	очень_ADV	очень_ADV	она_PRON	она_PRON	она_PRON	она_PRON	она_PRON	думать_VERB	думать_VERB	думать_VERB	думать_VERB	думать_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мы_PRON	мы_PRON	мы_PRON	мы_PRON	мы_PRON	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	знать_VERB	знать_VERB	знать_VERB	знать_VERB	знать_VERB	первый_ADJ	первый_ADJ	первый_ADJ	первый_ADJ	первый_ADJ	год_NOUN	год_NOUN	год_NOUN	год_NOUN	год_NOUN	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	еще_ADV	еще_ADV	еще_ADV	еще_ADV	еще_ADV	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON
	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni
0	увидеть_VERB	-0.1277304055026219	0.020866393459137128	8.0	104.16503614801255	-_NOUN	-0.17034820527947828	0.00199309632993925	7.0	3.930385962640201	к_ADP	-0.17211746237668776	0.001785011564803029	9.0	2.629322034954862	-_NOUN	-0.16048499381755182	0.0036160996666403	9.0	8.251939439273166	жизнь_NOUN	-0.10864450685868067	0.049654933084963625	9.0	70.26173031522353	у_ADP	-0.1461781256047701	0.008109584956529765	6.0	10.72087131253235	разный_ADJ	-0.13534426562426485	0.014311129384940384	13.0	20.751137608163557	мама_NOUN	0.14939340215327382	0.0068025107403335856	9.0	13.938344506943517	тёмный_ADJ	0.12962810770488095	0.0190266029317549	6	43.98950597821732	хотеть_VERB	-0.13452355062666052	0.014917820188605319	7.0	16.34993092671143	лицо_NOUN	-0.13426766397957213	0.015111534290937414	9.0	19.962336798328323	но_CCONJ	-0.1186170386482632	0.032006406297588205	7.0	74.3508818292974	она_PRON	0.13988356844280928	0.0113313716087602	45.0	13.948918450383806	как_ADV	0.13004090519292416	0.018645637998137055	6.0	17.881166840213435	не_PART	-0.16321795329152589	0.0030757358343913594	5.0	1.9623194623416873	в_ADP	-0.13477003407323962	0.014733287221356412	20.0	16.442348539033755	и_CCONJ	0.15384965754022062	0.005302649522572504	30.0	6.6283119032156295	и_CCONJ	-0.1167849225453937	0.034774056359749714	22.0	49.48348219992384	кто_PRON	-0.11429885754516127	0.03885284823992571	7.0	29.95554599298272	только_PART	-0.11466412632125507	0.038229330110575006	6.0	27.983869640940906	и_CCONJ	0.10939378556976634	0.04809323106122602	11.0	24.719920765470174
1	у_ADP	0.10956659302074236	0.047738942351132595	38.0	238.3128002168539	старый_ADJ	-0.12369190531275531	0.025301437349102177	7.0	49.89443445242949	свой_DET	-0.13462327482517178	0.014842917665363239	16.0	21.86361772108005	об_ADP	-0.14964494811744591	0.006708677226389445	5.0	15.309201430620714						в_ADP	-0.12222224982646432	0.027105827065871634	39.0	35.8339033810823	женщина_NOUN	0.13354904284615227	0.01566739251615485	32.0	22.717719148424532	старушка_NOUN	-0.14374740919925924	0.00924166414792073	7.0	18.936169839089576	него_PRON	-0.12923687087183164	0.01939390440828193	13	44.838706991947824	его_DET	-0.12884549850286092	0.019767487764309862	7.0	21.665166589683608						показывать_VERB	-0.1148483326083698	0.03791811339118312	5.0	88.08377740771839	сын_NOUN	-0.1303705021771707	0.018346244114663814	6.0	22.584226505151154	так_ADV	-0.12093487574621464	0.028776182909739347	5.0	27.596359410440034						человек_NOUN	-0.11237618011113334	0.04227839305243003	9.0	47.18268664651191	не_PART	0.1427807329424657	0.009729548231005492	20.0	12.161935288756865																				
2	о_ADP	-0.10929502427494399	0.04829669645525502	18.0	241.09710870463306	они_PRON	-0.11809987567032047	0.0327679273236616	16.0	64.61835268226068						от_ADP	-0.1265382079554079	0.02209953101734755	13.0	50.43112978158711											том_PRON	-0.13217301610257795	0.016781894786012618	5.0	24.333747439718298	интересный_ADJ	-0.11927242176086496	0.031063093056806133	6.0	63.64827767339577	задний_ADJ	0.12738549819570721	0.021216854717319978	7	49.05336810644379	но_CCONJ	-0.12072174300893472	0.029061064207655914	14.0	31.850926371590884											его_DET	0.12854103507251433	0.020062422855563897	10.0	24.696842535199156	делать_VERB	0.12050008287644332	0.029359903239660763	5.0	28.15614720683467											сын_NOUN	-0.12989231831026346	0.018781994517773546	5.0	23.477493147216933																				
3						можно_ADV	-0.11687522624573894	0.034633023615590286	5.0	68.29632256994404						это_PRON	-0.12197615620215628	0.027418532922863725	28.0	62.56909212997502											изобразить_VERB	0.11233754754902447	0.04234974915500116	58.0	61.40713627475168						задумать_VERB	-0.12722088464279407	0.02138591049523374	10	49.44422506498041	в_ADP	-0.11845529754272541	0.03224293019419591	20.0	35.33825149283872											на_ADP	0.1207615522222369	0.029007670942977983	28.0	35.708442930805894																это_PRON	0.12647759254385968	0.02216387921156788	5.0	27.70484901445985																				
4						к_ADP	-0.11025761866948595	0.046343957319176045	19.0	91.39028383341515						по_ADP	0.11368975885200049	0.03991170947145854	16.0	91.0785210138684											передний_ADJ	0.11212007481212333	0.042753325895714275	8.0	61.9923225487857						делать_VERB	0.12287526395012613	0.02629086854239039	10	60.78448807000659	старость_NOUN	-0.11625441481676008	0.03561247731630851	5.0	39.031275138674125											такой_DET	0.1188631458714185	0.03164934932834216	13.0	38.960349023189195																что_SCONJ	0.11689972821449611	0.034594841391072724	21.0	43.24355173884091																				
5																															юный_ADJ	0.11115247437381665	0.044588406765008	5.0	64.6531898092616						страшный_ADJ	-0.12245792907350735	0.026809231704853054	6	61.98294370162026	парень_NOUN	-0.11001167228379721	0.046836486429056405	8.0	51.33278912624582																															то_PRON	0.11376391186874715	0.03978151233961461	6.0	49.72689042451827																				
6																																									плечо_NOUN	-0.12070911092241246	0.029078024313859908	5	67.22839221364411																																				она_PRON	0.11144436372832921	0.04402798975497949	15.0	55.03498719372436																				
7																																									это_PRON	0.11880476324282184	0.03173374285974591	53	73.36841349173254																																				плохой_ADJ	0.10978304233772741	0.04729826236183959	6.0	59.12282795229948																				
8																																									на_ADP	0.11732276921536126	0.03394122522731113	96	78.47211272554333																																																												
