	я_PRON	я_PRON	я_PRON	я_PRON	я_PRON	свой_DET	свой_DET	свой_DET	свой_DET	свой_DET	они_PRON	они_PRON	они_PRON	они_PRON	они_PRON	он_PRON	он_PRON	он_PRON	он_PRON	он_PRON	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	время_NOUN	время_NOUN	время_NOUN	время_NOUN	время_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	очень_ADV	очень_ADV	очень_ADV	очень_ADV	очень_ADV	она_PRON	она_PRON	она_PRON	она_PRON	она_PRON	думать_VERB	думать_VERB	думать_VERB	думать_VERB	думать_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мой_DET	мой_DET	мой_DET	мой_DET	мой_DET	мы_PRON	мы_PRON	мы_PRON	мы_PRON	мы_PRON	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	потом_ADV	потом_ADV	потом_ADV	потом_ADV	потом_ADV	знать_VERB	знать_VERB	знать_VERB	знать_VERB	знать_VERB	первый_ADJ	первый_ADJ	первый_ADJ	первый_ADJ	первый_ADJ	год_NOUN	год_NOUN	год_NOUN	год_NOUN	год_NOUN	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	еще_ADV	еще_ADV	еще_ADV	еще_ADV	еще_ADV	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	день_NOUN	день_NOUN	день_NOUN	день_NOUN	день_NOUN	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON
	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni
0	я_PRON	0.12750867343604547	0.0027374663883352026	215	13.665432210569332	теперь_ADV	0.11135627890197454	0.008956026786979288	9.0	17.661284823923157	с_ADP	0.1265801572720862	0.002941521822228421	48.0	4.332861644142464	со_ADP	-0.10290967928026991	0.015762525712041103	5.0	35.9700836748778	год_NOUN	-0.11717719524593677	0.00593628128793332	16.0	8.399838022425648	правда_ADV	-0.11595073805236901	0.006483186813783364	5.0	8.570772967821608	по_ADP	-0.09259653788158602	0.029907944346924648	5.0	43.36651930304074	не_PART	0.12587732729776702	0.003105079853820531	160.0	6.3623086204782675	видеть_VERB	0.08903305806102581	0.03685138331501667	9.0	85.20039822431853	бы_AUX	-0.14435133384433807	0.0006851933976241158	5.0	0.7509719637960309	я_PRON	0.09311234981798124	0.02900229017167323	60.0	38.312025316780336	он_PRON	0.14219141278170935	0.0008254881095967105	17.0	1.3067476774915927	часто_ADV	-0.13273096728656056	0.001811286533509548	21.0	4.20761861734268	изменение_NOUN	-0.09804853748905923	0.021462152325244867	6.0	26.41990951237643	не_PART	-0.10616866189901004	0.012729250729663634	16.0	10.030649574974944	на_ADP	-0.11122952744949309	0.009034801846439264	22.0	8.664374970735254	этот_DET	0.11525206628309394	0.006814565037331456	7.0	4.347692493817469	5_NUM	-0.11869103291973401	0.005318592291097217	5.0	5.935548996864494	как_ADV	-0.11912268717789497	0.00515340278612264	10.0	6.4417534826533	за_ADP	-0.10268772419584764	0.015990463202784588	9.0	22.754429137562468	это_PRON	-0.11303414078168104	0.007969412891843332	7.0	3.3391840016823564	время_NOUN	0.10181140756786683	0.016918868516758737	7.0	13.044447626420986	этот_DET	0.14756001836624863	0.0005170994470893572	12.0	0.49951806588831904	так_ADV	0.10313636358561117	0.015532678294347227	20.0	11.369920511462169	мы_PRON	-0.1278254873883971	0.0026708488686698014	20.0	2.01382004697703	хотеться_VERB	0.08610079404177572	0.04354981979265384	5.0	22.384607373424075
1	здесь_ADV	0.11907930834397276	0.005169791870657989	32	25.807601018324682	в_ADP	0.10091372172390056	0.017918497993787072	92.0	35.335278043748104	к_ADP	-0.11668564438975979	0.006150290923233144	7.0	9.059378529922421	понравиться_VERB	0.09399855696086556	0.02750123310428125	5.0	62.757813943969815	еще_ADV	-0.1122913847196651	0.008393523131388966	27.0	11.876835230915386	ты_PRON	0.10489422567211346	0.013847941315816457	62.0	18.306978419509356	хороший_ADJ	0.09058838121867918	0.03366837711154915	14.0	48.81914681174627	учиться_VERB	0.12562236860443016	0.003166427170659825	22.0	6.488009272681982	она_PRON	-0.0855786469365422	0.04484424463606223	19.0	103.67989359857587	на_ADP	-0.09165329917026578	0.03162685319953231	36.0	34.66303110668741	хотя_SCONJ	0.08669069954204417	0.042125427491108154	8.0	55.64768971575387	но_CCONJ	0.12699708460061254	0.0028482418518099403	26.0	4.508766851415135	будущее_NOUN	-0.11714902439793187	0.005948363019354279	7.0	13.81804729395999	идти_VERB	-0.0914693079707126	0.031971819017998185	9.0	39.357309211155766	долго_ADV	-0.10120587722677632	0.017587643706576842	5.0	13.859063240782552	наш_DET	-0.09421750926653533	0.027140837458051847	5.0	26.02806312227172	год_NOUN	0.10618742410719634	0.012713395279267976	5.0	8.111146188172969	-_ADV	-0.1145203618321066	0.007177807077818606	6.0	8.010432698845564	последний_ADJ	-0.11347823892900487	0.007725075618337313	15.0	9.656344522921641	правда_ADV	-0.09114561183851737	0.0325865273725585	8.0	46.37062845115075						встреча_NOUN	0.09572408505967285	0.024769501982474636	35.0	19.097286028487943	пройти_VERB	0.10073882767211231	0.01811914949751372	11.0	17.503098414598252	не_PART	0.08741989884579941	0.04041921517363063	63.0	29.586865507097624	универ_NOUN	0.08961727788968583	0.03562699814979794	5.0	26.862756604947645					
2	поступление_NOUN	0.11687499284962537	0.006067045943965433	10	30.286693352275442	чтобы_SCONJ	-0.09525227964341468	0.025492095869409887	8.0	50.2704130544763	нравиться_VERB	0.11602684331112209	0.006447977849773626	5.0	9.497871372716551	ну_PART	-0.09395591577634124	0.02757189743832279	15.0	62.919069954252606	а_CCONJ	0.10855642306740858	0.01084623007755636	27.0	15.34741555974225	долгий_ADJ	0.09578829171546574	0.02467254708866257	6.0	32.61710725121192	стать_VERB	0.08976552199640384	0.035321876827791816	6.0	51.216721400298134	поэтому_ADV	-0.12277902090271171	0.003929204685197783	6.0	8.050940399970257																месяц_NOUN	-0.09955392002382478	0.01953097000484482	16.0	30.91752551766935	первый_ADJ	0.1165541608835972	0.006208698169736182	19.0	14.42280584829715	по_ADP	0.0892060261878336	0.03648521338676331	9.0	44.91329767910564	начаться_VERB	0.09131147027064151	0.03227030782807385	6.0	25.429002568522193	все_PART	-0.09349521179870027	0.028345381916817097	5.0	27.183221258227597	мы_PRON	0.09100316629911342	0.03286021776086202	19.0	20.96481893142997	привет_NOUN	-0.10995771793285938	0.009860032263084456	6.0	11.003796005602254	это_PRON	0.10876340108783562	0.01069526875327155	22.0	13.369085941589438	пойти_VERB	-0.09046959782661843	0.03390291175086374	7.0	48.2438434214791						и_CCONJ	0.09555716333324811	0.025023102525562713	65.0	19.29281204720885	ты_PRON	0.09600556703561658	0.024346879792790422	28.0	23.519085879835547															
3	интересный_ADJ	-0.11521931369136798	0.006830465492086832	60	34.097683736497466	принцип_NOUN	0.09416007103959285	0.027234985285371556	5.0	53.707390982752706	я_PRON	0.11387266450015773	0.007513704434702837	78.0	11.067686632317278	все_PRON	0.09327033761063534	0.028729650302310193	11.0	65.56106198987186	бы_AUX	-0.10332887607316574	0.015339794496745116	25.0	21.70580921289434	твой_DET	0.09507339058308592	0.02577079083400028	5.0	34.06898548254837	так_ADV	-0.08784293181576451	0.03945643699824585	10.0	57.21183364745649	школа_NOUN	0.11105540669011096	0.009144022364490674	7.0	18.73610182484139																пройти_VERB	-0.09172450580862045	0.03149420458875643	11.0	49.85532586400143	будет_AUX	-0.11319374583415416	0.007880816862662303	15.0	18.30713757196453	что_SCONJ	0.08788401670298593	0.03936397516139221	23.0	48.457053423673806											весь_DET	0.08985184139702074	0.03514523774982632	5.0	22.422661684389194	первый_ADJ	0.10630215076385786	0.01261682144476443	5.0	14.080372732357104	думать_VERB	-0.09224762500381735	0.03053421552871073	10.0	38.16776941088841	как_ADV	-0.08945861734669402	0.03595604019854228	8.0	51.16544520252567						он_PRON	0.09302441648032422	0.029154996799970603	7.0	22.478502532777334	только_PART	0.09088968966974958	0.033079650500319836	9.0	31.95494238330896															
4	одноклассник_NOUN	0.1144145468176049	0.007231747423248522	8	36.10088313685662	ты_PRON	0.09128769815591864	0.032315469255197314	52.0	63.726105371249105	в_ADP	0.11127209236539605	0.009008279538564045	33.0	13.269195760304838	знать_VERB	-0.09239221513435489	0.030273337612912895	12.0	69.08375643266723	что_SCONJ	0.09101352492960774	0.03284024905166518	40.0	46.46895240810623	они_PRON	0.09168984785359366	0.03155870823911202	6.0	41.72061229210609						нравиться_VERB	0.11035534319646448	0.009595106453265691	39.0	19.6603731227414																родной_ADJ	0.09161183393395783	0.03170431740750691	5.0	50.18793445608344	неделя_NOUN	-0.10311317275633392	0.015556056892450584	7.0	36.13672016116271	школьный_ADJ	0.08778431860981933	0.03958866465884116	5.0	48.733646195033465											за_ADP	0.08770088743119396	0.03977752687873823	5.0	25.37806214863499	делать_VERB	0.09967427299527644	0.01938332363758907	5.0	21.6317891795494	друг_NOUN	-0.09089615501395816	0.033067114778202046	23.0	41.33389347275256	уже_ADV	-0.08920316970137092	0.03649123530780746	12.0	51.92702784301001						дело_NOUN	-0.08583302801508434	0.044209636432684045	6.0	34.0856296895994	раз_NOUN	0.0887012193623546	0.03756262163459519	5.0	36.28549249901896															
5	прийти_VERB	-0.11215777907702722	0.008471912692230367	11	42.29178815961399	за_ADP	0.0898280253839918	0.03519389820146989	16.0	69.40236725329862	он_PRON	-0.10601381519061441	0.012860775437810822	5.0	18.94392221989534	месяц_NOUN	0.08805810072289061	0.038974230723966906	6.0	88.93919451209248	нет_VERB	0.08968830246895454	0.03548053416456499	5.0	50.204955842859455	по_ADP	-0.08638960341782406	0.04284746755917027	13.0	56.6443521132231						через_ADP	0.10551088809430934	0.01329626411391748	5.0	27.244045169416918																писать_VERB	0.08937161150901075	0.03613757398177818	7.0	57.20577961315486	вспоминать_VERB	-0.1010749376636503	0.017735261274435993	20.0	41.199011940514815																					школьный_ADJ	0.09859504809754661	0.020742696376892716	7.0	23.148849156612272	я_PRON	0.089827786584465	0.03519438640263136	168.0	43.9929830032892																то_PRON	-0.0851861459571748	0.045838444072709636	8.0	44.27993697423751															
6	то_SCONJ	0.1114305833901025	0.00891013206444798	48	44.47937926572431	приехать_VERB	-0.08734811167611219	0.04058455090926821	7.0	80.03273439307692	ребёнок_NOUN	0.09212031386782216	0.030765509526403202	6.0	45.31759553239192	мой_DET	0.08769704029800812	0.03978625394909674	17.0	90.79223151183876	съездить_VERB	0.08692886640294982	0.041561591484249774	12.0	58.80965195021343	это_PRON	-0.08561954733440442	0.04474169586393193	11.0	59.148521932118015						же_PART	-0.10519327423260266	0.013577939097883168	21.0	27.82119721156261																					вот_PART	0.09937186152171244	0.019756177254839337	32.0	45.89359976299178																					сто_NUM	-0.09348640249441485	0.028360351857740145	13.0	31.650152673238	сессия_NOUN	0.08865729675114883	0.037657629386627686	6.0	47.072036733284605																целый_ADJ	0.08409669864656193	0.04869547256639926	13.0	47.03982649914168															
7	начать_VERB	-0.11058814348593651	0.009442953301774151	26	47.139222882456565	весь_DET	0.08651465649712922	0.04254632844608624	19.0	83.90135969568206						отмечать_VERB	-0.08493499033698725	0.046484282770463195	7.0	106.07713328219701	новый_ADJ	-0.08487499021831868	0.046639696525811916	16.0	65.99517058402387	у_ADP	0.0843978986974907	0.0478910578802293	47.0	63.311978517663135						здесь_ADV	0.10224257432404586	0.016456336622607284	20.0	33.71903373972233																					встречаться_VERB	-0.09788945960324037	0.021675601259337526	7.0	50.352421725441076																					бы_AUX	0.0855812103215739	0.04483781170897143	9.0	50.03899786721212	лето_NOUN	-0.08807926278396258	0.03892707607124934	13.0	48.65884508906167																																			
8	сама_ADJ	0.1084621362138486	0.010915623054199719	17	54.490790286564994																чтоб_SCONJ	-0.0841360607917341	0.048589709715482175	6.0	68.75443924740728											потому_ADV	0.09774100316908567	0.021876458244696254	12.0	44.82486294338263																					через_ADP	0.09689360992630935	0.02305415223946898	7.0	53.554795652286444																					наш_DET	0.08411791891403485	0.04863843152819117	9.0	54.28048958546134																																								
