	я_PRON	я_PRON	я_PRON	я_PRON	я_PRON	свой_DET	свой_DET	свой_DET	свой_DET	свой_DET	они_PRON	они_PRON	они_PRON	они_PRON	они_PRON	он_PRON	он_PRON	он_PRON	он_PRON	он_PRON	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	очень_ADV	очень_ADV	очень_ADV	очень_ADV	очень_ADV	она_PRON	она_PRON	она_PRON	она_PRON	она_PRON	думать_VERB	думать_VERB	думать_VERB	думать_VERB	думать_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мы_PRON	мы_PRON	мы_PRON	мы_PRON	мы_PRON	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	потом_ADV	потом_ADV	потом_ADV	потом_ADV	потом_ADV	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB
	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni
0	задумчивый_ADJ	-0.18621248391666495	0.0007279254779996129	5.0	3.6338039861740676	его_DET	0.128936188695228	0.019870197018990902	6.0	39.18402852145006	уже_ADV	-0.1338063566129207	0.015625921374611416	8.0	23.016982184802615	любимый_ADJ	0.13743168025656494	0.013004062617033525	7.0	29.675270892070504	молодой_ADJ	0.14209256212989013	0.010206905712950631	15.0	14.442771583825143	возможно_ADV	-0.12736071637340865	0.021442615165839514	9.0	31.091791990467296	этот_DET	0.12932208331462308	0.01950068593341422	15.0	39.95690547756574	жизнь_NOUN	-0.14496751125000837	0.008760456491313186	45	20.254175407916087	то_PRON	-0.17836786156964854	0.0012201898216377054	17.0	1.3373280445149252	что_SCONJ	-0.13809124270988554	0.012571140937543614	32.0	16.606477178495112	думать_VERB	0.11734881108648382	0.03417741466231593	5.0	79.3941342605599	его_DET	-0.14094120345464564	0.010843117205516613	10.0	13.347877279990952	это_PRON	-0.13800354002108633	0.012627964977153652	6.0	9.950836401997078	плохой_ADJ	-0.11681141708954774	0.03501317324992247	6.0	43.76646656240309	это_PRON	-0.23633714331104702	1.6176478264243468e-05	7.0	0.006777944392718013	свой_DET	-0.13964112838720488	0.011603463449861932	6.0	8.94627031984355	что_SCONJ	0.11704186862291023	0.0346526703205563	9.0	25.365754674647214	не_PART	0.1253174534616626	0.02364172673139918	14.0	17.82586195547498
1	глядеть_VERB	-0.17873329289921785	0.001191727616166161	8.0	5.949104259901476	дело_NOUN	-0.12663214336343032	0.022205522961694577	7.0	43.789291280461704	она_PRON	0.13002073175187914	0.018846883424995263	16.0	27.761459285018024	совсем_ADV	-0.12673385559020686	0.022097625938092613	5.0	50.42678239072735	молодость_NOUN	0.13532586063790794	0.01447537806035364	7.0	20.4826599554004	со_ADP	0.12073593024583172	0.0292908709243398	6.0	42.47176284029271	за_ADP	-0.1208775526337747	0.029100308039261544	7.0	59.6265311724469	теперь_ADV	0.14201007664075682	0.010251359735493872	11	23.70114370846183	которая_PRON	0.1379150279410403	0.012685542784705663	5.0	13.903354892037406	предположить_VERB	-0.132334560561504	0.01681590810355891	5.0	22.213814604801318	будущее_NOUN	-0.10968008385831637	0.047850683437160264	5.0	111.1571376245233	она_PRON	-0.1398500904851116	0.011478162801241237	45.0	14.129618408327962																										дальше_ADV	-0.12288539213245138	0.026510805221309892	5.0	19.989147136867658
2	если_SCONJ	-0.15334934493139762	0.005527158653285055	7.0	27.591575997198994	ждать_VERB	-0.1234253803698423	0.025849155309882042	6.0	50.974534271087386	на_ADP	0.11772830652512636	0.03359749743166382	29.0	49.489113716840805	этот_DET	0.12170156560969936	0.028012479006356023	23.0	63.924477092504446	это_PRON	0.1345963248052343	0.015018146689189498	12.0	21.25067756520314	весь_DET	-0.11047979383662143	0.04623867813486178	8.0	67.04608329554958						возможно_ADV	-0.1361424492725652	0.013888334184304938	26	32.109828634113015	мы_PRON	0.12446781086089183	0.024611989932174328	5.0	26.974740965663063	привести_VERB	0.12632228311832736	0.022537040337685083	5.0	29.771430286081994						с_ADP	-0.13290031298800656	0.016349425217780014	9.0	20.126142443087197																														
3	в_ADP	0.13116595957122443	0.01781641256935232	51.0	88.93953154620678	счастие_NOUN	-0.11122201821986331	0.044783517454582866	5.0	88.31309642043742	как_SCONJ	0.11126961609721499	0.04469152665361236	10.0	65.830618760771	вдаль_ADV	-0.12048455075995508	0.029631752250700947	7.0	67.61965863609956	что_PRON	-0.12368877141567929	0.025531611681748004	19.0	36.127230529673426	меняться_VERB	-0.11032220614682443	0.04655268211879405	6.0	67.50138907225137						плечо_NOUN	0.12968401237390698	0.01915956767554894	5	44.29692046586915	что_PRON	-0.12166257937890905	0.028063149418761594	25.0	30.757211762962708	старый_ADJ	-0.12561384836999212	0.023311115078273527	5.0	30.793983018399327						взгляд_NOUN	-0.12181705971696373	0.02786283175435748	8.0	34.29914588961406																														
4	то_PRON	-0.1270681172243678	0.021746229696106272	17.0	108.55717864296251											об_ADP	0.12018408461060821	0.030043647227805313	5.0	68.55960297385172																мочь_VERB	-0.12721259986429673	0.021595845467022326	40	49.92959471975562	парень_NOUN	0.1107526825281355	0.0456991278832361	8.0	50.086244160026766	кто_PRON	-0.11911152178883935	0.03155416010010022	6.0	41.68304549223239						пережить_VERB	-0.11663817484576325	0.03528627581211794	6.0	43.437405524717185																														
5	то_DET	-0.12261222352107554	0.02685103137509261	11.0	134.04034862446233											свой_DET	-0.11919942119446118	0.031427976597944406	45.0	71.71864259650913																чем_SCONJ	-0.1241247360591549	0.025013394303261337	6	57.83096762914021						за_ADP	-0.11617868111182054	0.0360194097966176	8.0	47.58164034133185																																								
6	-_DET	-0.11877692865533178	0.032038447667488326	17.0	159.93593075610173											сила_NOUN	0.11784767514066588	0.033416827834758585	7.0	76.25720111891908																нравиться_VERB	-0.12184281444312135	0.027829554723003663	5	64.34193051958447						из_ADP	0.11110069365414113	0.045018716570594	5.0	59.46972458975468																																								
7	чёрный_ADJ	-0.1149794586025091	0.03799394100234379	5.0	189.6657534837002											уже_ADV	-0.11305745192013	0.04134937959081532	12.0	94.35928422624056																готовый_ADJ	0.11611775439235872	0.0361175838183098	6	83.50385378793224																																																		
8																смотреть_VERB	-0.11271940457121558	0.04196465044553482	18.0	95.76333231671045																жить_VERB	0.11575823544489325	0.03670152765778607	19	84.8539319448014																																																		
