	Unnamed: 0	я_PRON	я_PRON.1	я_PRON.2	я_PRON.3	я_PRON.4	свой_DET	свой_DET.1	свой_DET.2	свой_DET.3	свой_DET.4	они_PRON	они_PRON.1	они_PRON.2	они_PRON.3	они_PRON.4	он_PRON	он_PRON.1	он_PRON.2	он_PRON.3	он_PRON.4	хотеть_VERB	хотеть_VERB.1	хотеть_VERB.2	хотеть_VERB.3	хотеть_VERB.4	время_NOUN	время_NOUN.1	время_NOUN.2	время_NOUN.3	время_NOUN.4	очень_ADV	очень_ADV.1	очень_ADV.2	очень_ADV.3	очень_ADV.4	она_PRON	она_PRON.1	она_PRON.2	она_PRON.3	она_PRON.4	думать_VERB	думать_VERB.1	думать_VERB.2	думать_VERB.3	думать_VERB.4	мочь_VERB	мочь_VERB.1	мочь_VERB.2	мочь_VERB.3	мочь_VERB.4	мой_DET	мой_DET.1	мой_DET.2	мой_DET.3	мой_DET.4	мы_PRON	мы_PRON.1	мы_PRON.2	мы_PRON.3	мы_PRON.4	жизнь_NOUN	жизнь_NOUN.1	жизнь_NOUN.2	жизнь_NOUN.3	жизнь_NOUN.4	потом_ADV	потом_ADV.1	потом_ADV.2	потом_ADV.3	потом_ADV.4	первый_ADJ	первый_ADJ.1	первый_ADJ.2	первый_ADJ.3	первый_ADJ.4	хороший_ADJ	хороший_ADJ.1	хороший_ADJ.2	хороший_ADJ.3	хороший_ADJ.4	еще_ADV	еще_ADV.1	еще_ADV.2	еще_ADV.3	еще_ADV.4	произойти_VERB	произойти_VERB.1	произойти_VERB.2	произойти_VERB.3	произойти_VERB.4	день_NOUN	день_NOUN.1	день_NOUN.2	день_NOUN.3	день_NOUN.4	жить_VERB	жить_VERB.1	жить_VERB.2	жить_VERB.3	жить_VERB.4	ничто_PRON	ничто_PRON.1	ничто_PRON.2	ничто_PRON.3	ничто_PRON.4
	Unnamed: 0	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim.1	Pearson C.1	P-value.1	Occ.1	P-Bonferroni.1	Dim.2	Pearson C.2	P-value.2	Occ.2	P-Bonferroni.2	Dim.3	Pearson C.3	P-value.3	Occ.3	P-Bonferroni.3	Dim.4	Pearson C.4	P-value.4	Occ.4	P-Bonferroni.4	Dim.5	Pearson C.5	P-value.5	Occ.5	P-Bonferroni.5	Dim.6	Pearson C.6	P-value.6	Occ.6	P-Bonferroni.6	Dim.7	Pearson C.7	P-value.7	Occ.7	P-Bonferroni.7	Dim.8	Pearson C.8	P-value.8	Occ.8	P-Bonferroni.8	Dim.9	Pearson C.9	P-value.9	Occ.9	P-Bonferroni.9	Dim.10	Pearson C.10	P-value.10	Occ.10	P-Bonferroni.10	Dim.11	Pearson C.11	P-value.11	Occ.11	P-Bonferroni.11	Dim.12	Pearson C.12	P-value.12	Occ.12	P-Bonferroni.12	Dim.13	Pearson C.13	P-value.13	Occ.13	P-Bonferroni.13	Dim.14	Pearson C.14	P-value.14	Occ.14	P-Bonferroni.14	Dim.15	Pearson C.15	P-value.15	Occ.15	P-Bonferroni.15	Dim.16	Pearson C.16	P-value.16	Occ.16	P-Bonferroni.16	Dim.17	Pearson C.17	P-value.17	Occ.17	P-Bonferroni.17	Dim.18	Pearson C.18	P-value.18	Occ.18	P-Bonferroni.18	Dim.19	Pearson C.19	P-value.19	Occ.19	P-Bonferroni.19	Dim.20	Pearson C.20	P-value.20	Occ.20	P-Bonferroni.20
0	0	97_активность-пассивность	-0.33623874267525583	0.009863268192838651	58.0	0.5720695551846419	27_труд-фортуна	-0.3510868419390296	0.033119912849952936	37.0	1.225436775448259	196_неуют-уют	-0.5547384827649718	0.002186524347783438	28.0	0.06122268173793626	137_вертикальные_отношения-горизонтальные_отношения	-0.9489994788856356	0.0010975398374524514	7.0	0.007682778862167159	49_развитие-откат	-0.9874608028189444	0.0016823637879780126	5.0	0.008411818939890061	295_прощение-мстительность	-0.756220393462328	0.011374446265036836	10.0	0.11374446265036835	232_проблема-решение_проблем	-0.7290630190270316	0.007140454936340434	12.0	0.08568545923608521	192_производство-наука	-0.9659938714339191	0.0017149625412300187	6.0	0.010289775247380112	247_радостное_событие_грустное_событие	-0.9449080779666188	0.004469074516286457	6	0.02681444709771874	232_проблема-решение_проблем	-0.7462094079902172	0.013185872818546027	10.0	0.13185872818546027	138_война-мир	-0.6125805786414539	0.015192626909469143	15.0	0.22788940364203716	112_профессиональный-любительский	-0.999387023173694	0.0006129768263061218	4.0	0.0024519073052244877	76_мир-война	-0.6439196274104709	0.009581258512663315	15.0	0.14371887768994976	58_формирование-перестройка	-0.5655513140566308	0.035047164020570884	14.0	0.4906602962879924	234_холодное_отношение-тёплое_отношение	-0.6097872173470631	0.0004451071304928135	29.0	0.012908106784291593	4_праздник-быт	0.5524837364914311	0.03269930044365157	15.0	0.4904895066547735	213_обозрение-сокрытие	0.9280090862467218	0.00030705324050459394	9.0	0.002763479164541345	256_фильм-жизнь	0.9555904168700708	0.044409583129929264	4.0	0.17763833251971706	211_больница-дом	-0.540423586939543	0.030677214294147437	16.0	0.49083542870635904	7_чужбина-родной_дом	-0.7048495030977928	0.022827058514990457	10.0	0.22827058514990456	224_власть-отставка	0.9870274714194738	0.0017702064570103192	5.0	0.008851032285051595
1	1	121_несовременность-актуальность	0.3121266668618292	0.01706678867022582	58.0	0.9898737428730976						58_формирование-перестройка	-0.5261038923946431	0.004032314063688597	28.0	0.11290479378328075	191_техническое_взаимодействие-животные_взаимоотношения	0.9092399780345266	0.004536706813357981	7.0	0.031756947693505864	247_радостное_событие_грустное_событие	-0.9825228735197676	0.002766286045091233	5.0	0.013831430225456165	68_власть-народ	0.7194844360435636	0.018993994614570388	10.0	0.18993994614570384	133_торможение-развитие	-0.6407996402800132	0.024754061918568302	12.0	0.29704874302281964	187_гармония-конфликт	0.9600299166355388	0.002364483092481327	6.0	0.014186898554887962	189_наука-религия	0.9430698073405436	0.0047693135439614434	6	0.028615881263768662	234_холодное_отношение-тёплое_отношение	-0.7143667111865973	0.020279281896599173	10.0	0.20279281896599166	34_духовное_наслаждение-физическое_наслаждение	0.5764174327024931	0.024499367340790952	15.0	0.3674905101118643	145_высказывание-умалчивание	-0.9951847928945596	0.0048152071054403675	4.0	0.01926082842176147	186_движение-неподвижность	-0.6180506755723133	0.014065178288731007	15.0	0.21097767433096515						71_изобилие-недостаток	0.4358850611260382	0.018096223072012762	29.0	0.5247904690883702	92_жизнь-смерть	0.5416936300374591	0.03700549839032601	15.0	0.5550824758548902	240_осторожность-риск	-0.8913338487851551	0.0012504595801895286	9.0	0.011254136221705758						120_усталость-покой	0.5166089412478277	0.040472367304260466	16.0	0.6475578768681676	13_личные_отношения-иерархические_отношения	0.699779683698908	0.024270331839811414	10.0	0.2427033183981141	215_творчество-власть	-0.9285191147105892	0.0226937656849427	5.0	0.11346882842471352
2	2	30_стихийное_собрание-мероприятия	-0.2935025474811608	0.025345981066369563	58.0	1.4700669018494346						274_единство-разрозренность	0.4703170885805269	0.011549217506424705	28.0	0.3233780901798917	196_неуют-уют	0.9021031272707613	0.005460226982000488	7.0	0.03822158887400342	64_человеческое_взаимодействие-механическое_взаимодействие	-0.9645905319342089	0.007955962187798066	5.0	0.03977981093899033	270_древность-современность	0.6672759022364384	0.03503718875958138	10.0	0.35037188759581384	70_единство-разрозренность	-0.5913652518641326	0.04284471579443632	12.0	0.5141365895332358	280_радость-недовольство	0.9550348802572952	0.0029873363568937387	6.0	0.017924018141362432	231_злость-радость	0.9358589540147476	0.006039170172365883	6	0.0362350210341953	76_мир-война	0.6612228575403543	0.03734735371346976	10.0	0.3734735371346976	236_умственный_труд-физический_труд	-0.5696929589392827	0.02662460886856536	15.0	0.3993691330284803	152_исчезнование-появление	-0.9948501124538924	0.005149887546107457	4.0	0.020599550184429827	278_физический_труд-умственный_труд	0.5993928848398735	0.018197722591946314	15.0	0.27296583887919473						204_столкновение-мир	0.4301056702589043	0.01986819242519396	29.0	0.5761775803306248						250_быт-война	0.8304077477853864	0.0055794555435097655	9.0	0.0502150998915879						289_недовольство-радость	-0.5117852178806112	0.042713722784567934	16.0	0.6834195645530868	127_начало-конец	-0.6987715611534574	0.02456461091665772	10.0	0.24564610916657714	45_наука-быт	0.9162914535773072	0.028705092200489026	5.0	0.14352546100244512
3	3	48_отдаление-приближение	-0.2689962105396772	0.041169286456104036	58.0	2.3878186144540345						7_чужбина-родной_дом	0.4438119264898912	0.01799324126751237	28.0	0.5038107554903463	244_смерть-жизнь	0.8896354853506441	0.0073173682949259095	7.0	0.05122157806448136	133_торможение-развитие	0.9584730396575948	0.010094973801691123	5.0	0.05047486900845562	132_правонарушение-соблюдение_закона	-0.6603820973025137	0.03767615422088101	10.0	0.3767615422088101						150_безопасность-опасность	-0.9520354045506372	0.0033957298928300123	6.0	0.020374379356980075	130_размеренная_жизнь-напряжённая_жизнь	0.934235085137731	0.006345318621810983	6	0.038071911730865896	56_протест-мир	-0.6576639667229047	0.038752504666284666	10.0	0.3875250466628467	273_жар-холод	-0.5372403051496125	0.03890106419472221	15.0	0.5835159629208332	267_неволя-свобода	-0.9939279759117644	0.0060720240882354845	4.0	0.02428809635294193	229_закрытие-открытие	-0.5881148653114433	0.021112538306104246	15.0	0.3166880745915637						30_стихийное_собрание-мероприятия	0.42131947956425303	0.02283365727119301	29.0	0.6621760608645971						45_наука-быт	-0.8260758981945495	0.006067108824386728	9.0	0.05460397941948055											92_жизнь-смерть	0.6482943932450075	0.04262124352516156	10.0	0.4262124352516156	281_домоседство-путешествие	0.9124394976052626	0.030690813587503564	5.0	0.1534540679375178
4	4											70_единство-разрозренность	0.4370617498730881	0.02003870808657033	28.0	0.5610838264239693	186_движение-неподвижность	0.8837146935063181	0.008311139085971366	7.0	0.05817797360179956	116_смерть-жизнь	0.9520361683069912	0.012518583755505156	5.0	0.06259291877752578	136_апатия-взбудораженность	-0.6544293925802611	0.040060136386281565	10.0	0.4006013638628156						62_жизнь-смерть	-0.9410376040430468	0.0051123529298695	6.0	0.030674117579217	111_нежелание-желание	0.9250660799224232	0.00821225812554118	6	0.04927354875324708						128_неловкость-ловкость	-0.536329848856071	0.03929734591304748	15.0	0.5894601886957122	271_бюрократия-творчество	0.9935360727152568	0.006463927284743321	4.0	0.025855709138973282	140_шум-тишина	-0.5820921288749028	0.02280839091393615	15.0	0.34212586370904224						80_сон-бодрствование	0.39173072040199614	0.03559167896041708	29.0	1.0321586898520954						38_личное-общее	-0.8059154074912763	0.008721322310584194	9.0	0.07849190079525775																151_забытье-сознание	-0.900677892896391	0.03701045300756274	5.0	0.18505226503781366
5	5											257_тёплые_чувства-холодные_чувства	0.4228706264011427	0.02496378572891191	28.0	0.6989860004095334	266_мир-война	0.8624836229978129	0.012490269569752441	7.0	0.08743188698826708	1_иерархия-равенство	0.9475351034456528	0.014311642616096402	5.0	0.07155821308048202	175_нематериальное-материальное	0.6537245739034515	0.04034895899582649	10.0	0.4034895899582649						121_несовременность-актуальность	0.9233101676930179	0.00859647644864533	6.0	0.05157885869187198	285_опасность-безопасность	0.9158543264995564	0.010322845069573669	6	0.06193707041744201											26_ненависть-дружба	0.9931266467966716	0.0068733532033282705	4.0	0.027493412813313082	290_статистика-отсутствие_системы	0.5789184291207377	0.023742759492675382	15.0	0.35614139239013065						280_радость-недовольство	-0.3839302478577339	0.03976924735983112	29.0	1.1533081734351025						230_отступление-наступление	-0.8057550964081189	0.008745097005663454	9.0	0.07870587305097107																99_благоразумие-безолаберность	0.8887241077365288	0.043807699619444536	5.0	0.2190384980972227
6	6											145_высказывание-умалчивание	0.4188694217177215	0.026517742556964617	28.0	0.7424967915950093	175_нематериальное-материальное	-0.8534173658933225	0.014577247862190341	7.0	0.10204073503533237	187_гармония-конфликт	0.9369492043844024	0.018824313233476424	5.0	0.09412156616738213	156_физический_труд-умственный_труд	-0.6528299132858189	0.04071758908867281	10.0	0.4071758908867281						145_высказывание-умалчивание	0.8946849182846471	0.016052860839512666	6.0	0.096317165037076	73_наука-физический_труд	-0.9158382432736424	0.01032673461077185	6	0.0619604076646311											158_конец-начало	0.9881368039784592	0.011863196021540734	4.0	0.047452784086162936	130_размеренная_жизнь-напряжённая_жизнь	-0.5705565993108304	0.02634411526888482	15.0	0.3951617290332723						45_наука-быт	-0.3816898842604723	0.041038929623011686	29.0	1.1901289590673392						199_уют-неуют	0.7743122941163095	0.014304457278915387	9.0	0.12874011551023848																30_стихийное_собрание-мероприятия	0.8878087442440373	0.04434303610867156	5.0	0.2217151805433578
7	7											191_техническое_взаимодействие-животные_взаимоотношения	0.41002667722773134	0.030231505428906975	28.0	0.8464821520093953	106_кончина-вечное_искусство	0.8427687975603102	0.017266468420531794	7.0	0.12086527894372255	165_улучшение-ухудшение	-0.9348690660834909	0.019757219033318785	5.0	0.09878609516659392	83_речь-текст	-0.649539493844933	0.0420928238095892	10.0	0.42092823809589197						74_тёплые_чувства-холодные_чувства	0.8725104236325311	0.02334430633902039	6.0	0.14006583803412234	2_неживая_природа-живая_природа	-0.9112568661990116	0.011463574351085177	6	0.06878144610651105											138_война-мир	0.9851112483915492	0.014888751608450712	4.0	0.05955500643380285	84_последовательность-разлад	0.5673889929877288	0.027383962624785933	15.0	0.41075943937178894						201_вирус-растение	-0.3814499741250375	0.041176791340522836	29.0	1.1941269488751622						10_рутина-отдых	0.7705508392512336	0.015096230129506612	9.0	0.13586607116555952																2_неживая_природа-живая_природа	-0.8858149984978302	0.04551615777330041	5.0	0.2275807888665021
8	8											186_движение-неподвижность	-0.4049226248696965	0.032559505697944614	28.0	0.9116661595424491	297_юмор-суровость	-0.8079540606368195	0.027909869796405345	7.0	0.19536908857483745	36_спокойствие-деятельность	-0.9248788540059312	0.024435542529637626	5.0	0.12217771264818812	242_отдых-работа	-0.6491464197652576	0.042259166274825136	10.0	0.4225916627482513						34_духовное_наслаждение-физическое_наслаждение	-0.8722973097302569	0.023420679378795238	6.0	0.1405240762727714	94_проблема-решение_проблем	-0.9092578532426632	0.0119776141541687	6	0.0718656849250122											129_успех-беда	0.9842542197302384	0.015745780269761478	4.0	0.06298312107904591	9_трудности-отсутствие_проблем	-0.5659472320768709	0.0278674113511406	15.0	0.418011170267109						256_фильм-жизнь	-0.37975617558467	0.042160669416686704	29.0	1.2226594130839143						216_старость-смерть	-0.7648756172632197	0.01634541622904634	9.0	0.14710874606141708																232_проблема-решение_проблем	-0.8799924405421402	0.04899710086995498	5.0	0.2449855043497749
