	Unnamed: 0	свой_DET	свой_DET.1	свой_DET.2	свой_DET.3	свой_DET.4	они_PRON	они_PRON.1	они_PRON.2	они_PRON.3	они_PRON.4	он_PRON	он_PRON.1	он_PRON.2	он_PRON.3	он_PRON.4	хотеть_VERB	хотеть_VERB.1	хотеть_VERB.2	хотеть_VERB.3	хотеть_VERB.4	человек_NOUN	человек_NOUN.1	человек_NOUN.2	человек_NOUN.3	человек_NOUN.4	очень_ADV	очень_ADV.1	очень_ADV.2	очень_ADV.3	очень_ADV.4	она_PRON	она_PRON.1	она_PRON.2	она_PRON.3	она_PRON.4	мы_PRON	мы_PRON.1	мы_PRON.2	мы_PRON.3	мы_PRON.4	жизнь_NOUN	жизнь_NOUN.1	жизнь_NOUN.2	жизнь_NOUN.3	жизнь_NOUN.4	потом_ADV	потом_ADV.1	потом_ADV.2	потом_ADV.3	потом_ADV.4	знать_VERB	знать_VERB.1	знать_VERB.2	знать_VERB.3	знать_VERB.4	год_NOUN	год_NOUN.1	год_NOUN.2	год_NOUN.3	год_NOUN.4	хороший_ADJ	хороший_ADJ.1	хороший_ADJ.2	хороший_ADJ.3	хороший_ADJ.4	произойти_VERB	произойти_VERB.1	произойти_VERB.2	произойти_VERB.3	произойти_VERB.4	день_NOUN	день_NOUN.1	день_NOUN.2	день_NOUN.3	день_NOUN.4	видеть_VERB	видеть_VERB.1	видеть_VERB.2	видеть_VERB.3	видеть_VERB.4	ничто_PRON	ничто_PRON.1	ничто_PRON.2	ничто_PRON.3	ничто_PRON.4
	Unnamed: 0	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim.1	Pearson C.1	P-value.1	Occ.1	P-Bonferroni.1	Dim.2	Pearson C.2	P-value.2	Occ.2	P-Bonferroni.2	Dim.3	Pearson C.3	P-value.3	Occ.3	P-Bonferroni.3	Dim.4	Pearson C.4	P-value.4	Occ.4	P-Bonferroni.4	Dim.5	Pearson C.5	P-value.5	Occ.5	P-Bonferroni.5	Dim.6	Pearson C.6	P-value.6	Occ.6	P-Bonferroni.6	Dim.7	Pearson C.7	P-value.7	Occ.7	P-Bonferroni.7	Dim.8	Pearson C.8	P-value.8	Occ.8	P-Bonferroni.8	Dim.9	Pearson C.9	P-value.9	Occ.9	P-Bonferroni.9	Dim.10	Pearson C.10	P-value.10	Occ.10	P-Bonferroni.10	Dim.11	Pearson C.11	P-value.11	Occ.11	P-Bonferroni.11	Dim.12	Pearson C.12	P-value.12	Occ.12	P-Bonferroni.12	Dim.13	Pearson C.13	P-value.13	Occ.13	P-Bonferroni.13	Dim.14	Pearson C.14	P-value.14	Occ.14	P-Bonferroni.14	Dim.15	Pearson C.15	P-value.15	Occ.15	P-Bonferroni.15	Dim.16	Pearson C.16	P-value.16	Occ.16	P-Bonferroni.16
0	0	158_конец-начало	-0.12603592001105945	0.04924284648673489	244.0	12.015254542763312	94_проблема-решение_проблем	0.17603972269042925	0.016239972629226673	186.0	3.0206349090361613	259_процесс-итог	0.18425654239668754	0.005896583176494212	222	1.309041465181715	152_исчезнование-появление	-0.14247699491862706	0.0193948429303488	269.0	5.217212748263826	79_многообразие-единство	-0.28797561369565633	0.000674700466275709	136.0	0.09175926341349644	223_бытовые_ситуации-глобальные_происшествия	-0.1347618744291039	0.008886911809193663	376.0	3.341478840256817	69_труд-месть	-0.20931273450576196	0.006632803945448874	167.0	1.107678258889962	116_смерть-жизнь	0.14410236123205938	0.00280713351082327	428.0	1.2014531426323596	165_улучшение-ухудшение	0.2212968603745937	0.003249631684658523	175.0	0.5686855448152414	4_праздник-быт	-0.2783500209630813	0.002273054133700911	118.0	0.2682203877767075	245_любовь-ненависть	-0.14234441331858436	0.04329620025918683	202.0	8.74583245235574	124_сражение-тыл	0.17522142709352104	0.01176494453880382	206.0	2.423578574993587	175_нематериальное-материальное	0.1482155183367204	0.009656624668396716	304.0	2.935613899192602	64_человеческое_взаимодействие-механическое_взаимодействие	0.2694473516341429	0.005007479927099568	107.0	0.5358003521996537	40_уклад_жизни-дисциплина	0.1679969134813826	0.019207938210732085	194.0	3.7263400128820248	75_действующее_лицо-зритель	0.2594233832465913	0.0022896553094120115	136.0	0.3113931220800336	296_равенство-иерархия	-0.3329373959146292	0.0007593070688608193	99.0	0.07517139981722111
1	1						190_погода-животное	-0.17102740938940542	0.01959561270975688	186.0	3.64478396401478	202_отставание-лидерство	-0.180570009935823	0.006987203628833543	222	1.5511592056010466	158_конец-начало	0.12959462689129472	0.03362174371046377	269.0	9.044249058114751	100_труд-отдых	0.2831127784359045	0.0008385091030720548	136.0	0.11403723801779946	216_старость-смерть	0.1277448520546118	0.013175820279995431	376.0	4.9541084252782825	1_иерархия-равенство	-0.19803155415112972	0.010306640786096168	167.0	1.72120901127806	112_профессиональный-любительский	-0.10526276332260448	0.029452480647974788	428.0	12.605661717333211	116_смерть-жизнь	-0.18063932560453805	0.01674671520836137	175.0	2.93067516146324	268_отдых-работа	-0.2472907033128661	0.006939491548688464	118.0	0.8188600027452388	52_близость-расстояние	-0.14174443429488606	0.04419504430419074	202.0	8.927398949446529	295_прощение-мстительность	0.1612174297284968	0.02061350966932008	206.0	4.246382991879936	295_прощение-мстительность	-0.12639495229733375	0.02755691532260917	304.0	8.377302258073186	34_духовное_наслаждение-физическое_наслаждение	0.2034626811848511	0.035557311714047295	107.0	3.804632353403061	197_проблема-решение_проблем	0.16582108920441396	0.020848597881459426	194.0	4.0446279890031285	292_экстрим-повседневность	-0.2494765520134832	0.0034008085151107405	136.0	0.4625099580550607	97_активность-пассивность	0.2926485366020594	0.003287681075463521	99.0	0.3254804264708885
2	2						151_забытье-сознание	-0.16450008090327367	0.024853962761569443	186.0	4.622837073651916	39_целостность-пустота	0.17892303627584688	0.00753010745379677	222	1.6716838547428832	107_мир-драка	-0.1295538505559269	0.033678089379264115	269.0	9.059406043022047	241_нападение-оборона	-0.2449999873564956	0.004043595151741621	136.0	0.5499289406368603	210_спешка-неторопливость	-0.12723011317371113	0.013552518285485949	376.0	5.095746875342717	198_обучение-достижение	-0.19498311918647634	0.011566683400597924	167.0	1.9316361278998533						207_фантастика-реальность	0.15509793139038172	0.04041639988226303	175.0	7.072869979396031	197_проблема-решение_проблем	0.2280266843751802	0.013011839350036141	118.0	1.5353970433042647	237_низшие_слои-высшие_слои	0.14081338947485111	0.04562078461386237	202.0	9.2153984920002	147_рассудительность-беспокойство	-0.15691300421808582	0.024297499271757214	206.0	5.0052848499819875	268_отдых-работа	-0.12606597243608553	0.027966535251934908	304.0	8.501826716588214	103_познание-непостижимость	-0.20344407930185196	0.035574512243378924	107.0	3.8064728100415453	230_отступление-наступление	-0.15891810097904469	0.026880220311656614	194.0	5.214762740461383	102_фантастика-реальность	0.2339446544733675	0.006121434724499154	136.0	0.8325151225318851	17_полемика-консенсус	-0.29244503625484763	0.0033104379279304177	99.0	0.3277333548651113
3	3						34_духовное_наслаждение-физическое_наслаждение	-0.16058492483935025	0.02855672894010759	186.0	5.311551582860012	242_отдых-работа	-0.17402620706013416	0.009372761346378166	222	2.080753018895953						173_отдых-работа	-0.24389662555129665	0.0042179088638459395	136.0	0.5736356054830479	150_безопасность-опасность	-0.12657207802478046	0.014047864767056151	376.0	5.281997152413113	296_равенство-иерархия	0.1884425033242088	0.014735565943231691	167.0	2.460839512519692						276_начало-конец	0.15418841963644822	0.04161967176042	175.0	7.283442558073499	115_наследство-собственность	0.22625856593531304	0.01375222792793296	118.0	1.622762895496089	201_вирус-растение	-0.1392789701057568	0.04805433980734518	202.0	9.706976641083727	112_профессиональный-любительский	-0.15173397911093245	0.02946847203117162	206.0	6.070505238421353	185_беда-счастье	-0.12138601634301012	0.034383321426856406	304.0	10.452529713764347	147_рассудительность-беспокойство	0.1982526351158344	0.040656141976563184	107.0	4.35020719149226	45_наука-быт	-0.15315546598454746	0.03300540737217614	194.0	6.403049030202171	111_нежелание-желание	0.22268919091011907	0.009165585632722307	136.0	1.2465196460502341	163_человек-инструмент	-0.2779172347458878	0.0053492268123304255	99.0	0.5295734544207122
4	4						101_фиксация-пересмотр	-0.15688369679042433	0.03248069032607488	186.0	6.041408400649928	233_неопределенная_тема-часть_целого	-0.17354211283152735	0.00957501913014384	222	2.1256542468919326						206_расслабление-напряжение	-0.2397656658965815	0.004931943959726051	136.0	0.6707443785227429	213_обозрение-сокрытие	0.12508498257288433	0.015226313549877494	376.0	5.725093894753938	300_беспокойство-спокойствие	-0.18818334243824664	0.014875405421888768	167.0	2.4841927054554245											151_забытье-сознание	0.2198526545520866	0.01675074869532311	118.0	1.9765883460481275						141_микробиология-неопределенная_тема	0.1509043058206778	0.030378579893747117	206.0	6.2579874581119075	41_развлечение-когнитивная-способность	0.12048653769086015	0.035750365520191285	304.0	10.86811111813815	14_изобилие-недостаток	-0.1932467130031256	0.04611692276395357	107.0	4.934510735743031	286_начало-конец	0.15277602812192995	0.03344730183719605	194.0	6.488776556416035	269_власть-беспорядок	-0.20431211975614588	0.0170373734517791	136.0	2.317082789441958	69_труд-месть	0.27694060579645896	0.005519745074850495	99.0	0.546454762410199
5	5						30_стихийное_собрание-мероприятия	-0.15488510610600656	0.03478380537557069	186.0	6.469787799856148	295_прощение-мстительность	-0.1724239143275881	0.010057051537659005	222	2.2326654413602998						67_неизменность-изменение	-0.23766748366780166	0.005334485952044093	136.0	0.7254900894779966	215_творчество-власть	-0.12186917262853456	0.01807486423725228	376.0	6.796148953206856	194_контроль-бесконтрольность	0.17381412348865838	0.02467647032717429	167.0	4.120970544638107											211_больница-дом	0.21801888402934946	0.017707201220132068	118.0	2.0894497439755844						70_единство-разрозренность	-0.149001447078006	0.03255682059687958	206.0	6.706705042957194	252_современность-древность	0.11864244629644853	0.0386976935026532	304.0	11.764098824806574											223_бытовые_ситуации-глобальные_происшествия	-0.2019401564652881	0.01839288641524142	136.0	2.5014325524728327	8_застой-работа	-0.2538472765814301	0.011233658108897369	99.0	1.1121321527808394
6	6						185_беда-счастье	0.1543658052029219	0.03540438550993705	186.0	6.585215704848293	226_человек-транспорт	0.17222483304666486	0.010145086852409859	222	2.2522092812349888						180_потребление-вывод	0.22795957333778774	0.007604510434228745	136.0	1.034213419055109	90_отдых-напряжение	0.11939286166966435	0.020574985720660924	376.0	7.736194630968508	10_рутина-отдых	0.17182330245013427	0.026397856514073392	167.0	4.408442037850256											10_рутина-отдых	-0.20963721248969813	0.022703921007047	118.0	2.6790626788315457						227_иерархия-равенство	0.14187611493944266	0.04192982109656958	206.0	8.637543145893334	23_мир-конфликт	0.1177089872344066	0.040266290318100105	304.0	12.240952256702432											229_закрытие-открытие	0.19966402828135565	0.019780401018943933	136.0	2.690134538576374	204_столкновение-мир	-0.25381229769633995	0.0112452497769596	99.0	1.1132797279190003
7	7						89_апатия-взбудораженность	-0.15190722115249375	0.0384711309181913	186.0	7.155630350783582	94_проблема-решение_проблем	0.1715718358544574	0.010438649461843615	222	2.317380180529283						26_ненависть-дружба	0.223970978756469	0.008761929456356182	136.0	1.1916224060644407	231_злость-радость	0.11847110652932916	0.02157952565119144	376.0	8.113901644847981	146_разум-чувство	-0.1705603733262491	0.027542339410508543	167.0	4.599570681554926											252_современность-древность	0.20958316372386454	0.02273971125983078	118.0	2.6832859286600317						87_народ-власть	-0.13867619754126773	0.046824759816477365	206.0	9.645900522194335	263_влияние-зависимость	0.1174805273821172	0.040658266931789415	304.0	12.36011314726398											4_праздник-быт	-0.1974547963420509	0.021212640104226018	136.0	2.8849190541747385	173_отдых-работа	-0.2509552746887274	0.01222805447565148	99.0	1.2105773930894963
8	8						251_недостаток-достоинство	-0.15077328612299498	0.03995930798746848	186.0	7.4324312856691375	243_проблема-решение_проблем	0.1676889542784456	0.012344251993700116	222	2.7404239426014256						125_разработка-разрушение	0.222849461439988	0.00911423200528393	136.0	1.2395355527186145	233_неопределенная_тема-часть_целого	0.11704571331396185	0.023216630781574644	376.0	8.729453173872066	54_реальность-когнитивные_процессы	0.16766282211351669	0.03032936997765462	167.0	5.0650047862683225											196_неуют-уют	0.20567669691743265	0.025457904695215926	118.0	3.004032754035478						225_кража-находка	-0.1381042863194312	0.04774804142318422	206.0	9.83609653317595	106_кончина-вечное_искусство	-0.11393952905149753	0.04715694723898214	304.0	14.33571196065057											26_ненависть-дружба	-0.1940437291045096	0.023599232100352405	136.0	3.2094955656479267	262_серьезность-шутка	0.2499770886806253	0.012581350268998271	99.0	1.245553676630829
