	я_PRON	я_PRON	я_PRON	я_PRON	я_PRON	свой_DET	свой_DET	свой_DET	свой_DET	свой_DET	они_PRON	они_PRON	они_PRON	они_PRON	они_PRON	он_PRON	он_PRON	он_PRON	он_PRON	он_PRON	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	время_NOUN	время_NOUN	время_NOUN	время_NOUN	время_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	очень_ADV	очень_ADV	очень_ADV	очень_ADV	очень_ADV	она_PRON	она_PRON	она_PRON	она_PRON	она_PRON	думать_VERB	думать_VERB	думать_VERB	думать_VERB	думать_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мой_DET	мой_DET	мой_DET	мой_DET	мой_DET	мы_PRON	мы_PRON	мы_PRON	мы_PRON	мы_PRON	потом_ADV	потом_ADV	потом_ADV	потом_ADV	потом_ADV	знать_VERB	знать_VERB	знать_VERB	знать_VERB	знать_VERB	первый_ADJ	первый_ADJ	первый_ADJ	первый_ADJ	первый_ADJ	год_NOUN	год_NOUN	год_NOUN	год_NOUN	год_NOUN	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	еще_ADV	еще_ADV	еще_ADV	еще_ADV	еще_ADV	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	день_NOUN	день_NOUN	день_NOUN	день_NOUN	день_NOUN	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON
	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni
0	понимать_VERB	-0.12737109417422657	0.002766864269854845	32	13.812186435115386	стать_VERB	-0.10569175824941372	0.01313817268934353	5.0	25.90847654338544	потом_ADV	0.09456213931211356	0.026581811742690156	7.0	39.1550086969826	звать_VERB	-0.0924158635656608	0.030230851980808326	5.0	68.9868042202046	на_ADP	0.10809249538990441	0.011191480209769795	65.0	15.835944496824261	то_PRON	-0.12288455091643288	0.003898155549035192	7.0	5.153361635824524	стать_VERB	-0.14212983833930748	0.0008298521217446068	6.0	1.2032855765296797	что_PRON	-0.14149745567848723	0.0008759232326340626	28.0	1.7947667036671944	что_SCONJ	-0.11582960216288901	0.006539584360421617	18.0	15.11951904129478	год_NOUN	-0.09997975166979912	0.01901292860906127	12.0	20.83816975553115	мы_PRON	-0.1336221062502268	0.0016855517554997077	23.0	2.226613869015114	я_PRON	-0.11168754371627207	0.008753029259811536	98.0	13.85604531828166	мочь_VERB	-0.119244106167539	0.005107777783776697	23.0	11.865367791713268	ну_PART	0.10402017984863167	0.014664381359936217	9.0	11.555532511629739	что_SCONJ	-0.09941283419540414	0.01970529760741065	49.0	18.897380405506812	это_PRON	-0.09547597921908857	0.025147252026138472	13.0	16.043946792676344	хотеться_VERB	-0.136225343628079	0.0013626880518956622	5.0	1.520759865915559	был_AUX	-0.1266444850824275	0.0029269505826786902	7.0	3.6586882283483626	ждать_VERB	-0.0992601962408285	0.019895423783459983	8.0	28.311188043863556	твой_DET	-0.1331765641324858	0.001747378568864146	5.0	0.7321516203540772	хотеться_VERB	-0.11439349885230149	0.007242520009124977	5.0	5.583982927035358	город_NOUN	0.08620962085034589	0.04328403471717963	5.0	41.81237753679552	давно_ADV	-0.11720771480555632	0.005923217148762929	31.0	4.335794952894464	в_ADP	-0.09919113836440659	0.019981965865151618	54.0	15.06640226232432	даже_PART	0.10890666331897675	0.010591873133880707	6.0	5.444222790814683
1	классный_ADJ	-0.11450169708481152	0.007187295394377794	9	35.878978608733945	потом_ADV	-0.1017177671755522	0.0170208116567034	5.0	33.565040587019105						молодой_ADJ	-0.08486475743632452	0.04666624520691747	5.0	106.49237156218567	еще_ADV	0.10532821616459294	0.01345763017489425	27.0	19.042546697475363	нет_VERB	-0.11829960566962987	0.005472494306921829	12.0	7.234637473750658	нравиться_VERB	0.10458739572237535	0.014129871950084064	8.0	20.488314327621893	то_PRON	-0.1255730543787977	0.0031784193904585783	11.0	6.512581331049627	сестра_NOUN	-0.08645631182320405	0.04268660483378865	5.0	98.69143037571936	пока_ADV	0.09317772479727494	0.02888920423411217	5.0	31.662567840586938	так_ADV	-0.10042111208998236	0.01848868052388503	15.0	24.423546972052122	милый_ADJ	-0.10054152194500453	0.018347866399655126	10.0	29.044672510654063	совсем_ADV	-0.11505435427287601	0.006911055101954165	5.0	16.054381001839523	это_PRON	0.10305094382252232	0.015618942333941422	8.0	12.30772655914584	этот_DET	-0.09448095787754196	0.026712595595827775	8.0	25.617379176398835	скоро_ADV	-0.09469811216447577	0.026363994065380803	5.0	16.82022821371295	делать_VERB	-0.1329665286636528	0.0017772399638461447	5.0	1.9833997996522976	это_PRON	-0.11387370239535255	0.007513155121321261	22.0	9.391443901651575	сходить_VERB	-0.09847325276835177	0.02090119269904918	7.0	29.742397210746983	рассказать_VERB	0.1279953759990285	0.002635737621129042	8.0	1.1043740632530685	год_NOUN	-0.10238793954250347	0.016302913231376587	12.0	12.569546101391348	потом_ADV	-0.0855317677043129	0.044962027101604025	10.0	43.43331818014949	этот_DET	0.11073452817145664	0.009348382092500633	6.0	6.843015691710463	и_PART	-0.08583189590367511	0.04421244389362647	6.0	33.336182695794356	а_CCONJ	0.09730950972054728	0.02246945121227023	7.0	11.549297923106899
2	3_NUM	-0.11323589569023906	0.00785756700949554	8	39.22497451140174	и_CCONJ	-0.09576099647963586	0.02471372396726015	74.0	48.73546366343702											если_SCONJ	-0.10356925542649602	0.015101905785290415	10.0	21.369196686185937	больший_ADJ	-0.10574427601295572	0.013092580613315157	8.0	17.308391570802637	как_SCONJ	-0.09318404779207778	0.028878286793902586	14.0	41.87351585115875	правда_ADV	-0.11426315883527123	0.0073095499137363395	10.0	14.97726777324576						как_SCONJ	0.08666549484740499	0.04218547297721331	15.0	46.235278383025786	тоже_ADV	-0.09276858522535125	0.02960320816717825	5.0	39.10583798884247	но_CCONJ	-0.09691676848515543	0.023021251224211687	26.0	36.4426406879271	работать_VERB	-0.10307105846046426	0.015598591135628887	8.0	36.2355272080659	чтобы_SCONJ	0.09866412209092168	0.02065327324178946	5.0	16.274779314530093	я_PRON	-0.08838572769363266	0.03824959147374517	112.0	36.68135822332162	уже_ADV	-0.0838767285380952	0.049290068751940405	5.0	31.447063863737977	приехать_VERB	-0.13218828702556995	0.0018920088269593783	8.0	2.111481850886666	самого_ADJ	0.11136073560797632	0.008953268145313203	5.0	11.191585181641504	тот_DET	0.09706018527107131	0.02281840554414726	6.0	32.47059108932155	ты_PRON	-0.1210484984628755	0.004471343248736528	26.0	1.8734928212206052	наш_DET	0.09366412630294778	0.028059650373236326	18.0	21.633990437765206	этот_DET	-0.08416515001670083	0.04851167302446039	12.0	46.86227614162874	была_AUX	0.10291233855221647	0.01575981213188126	6.0	11.536182480537082						делать_VERB	-0.09166180921955866	0.03161097499679144	8.0	16.2480411483508
3	иногда_ADV	-0.11302308888564638	0.007975580550557845	23	39.81409810838476	я_PRON	-0.09338991023801214	0.028524769514821798	105.0	56.25084548322859											английский_ADJ	-0.09877471274328861	0.020510800594884124	5.0	29.022782841761035	видеться_VERB	0.10283459451649028	0.015839313215123076	12.0	20.939572070392707	многими_NUM	-0.08435619166089964	0.04800177612603866	8.0	69.60257538275606	нет_VERB	-0.10550282406164171	0.013303351451335956	5.0	27.258567123787373						приехать_VERB	0.08476410037110756	0.04692807395237301	10.0	51.43316905180082	в_ADP	-0.0881756776518007	0.03871284958058457	33.0	51.13967429595221	поехать_VERB	-0.09433851274070058	0.02694341523099584	5.0	42.651426310666416	просто_PART	-0.09738772293205042	0.022360941601571437	12.0	51.94446734045045	день_NOUN	-0.08538600462216786	0.04532991511638776	10.0	35.71997311171356						с_ADP	-0.08374236961233629	0.04965623107845032	12.0	31.680675428051302	новый_ADJ	-0.11996078611880785	0.004845814305640964	61.0	5.407928765095316	так_ADV	-0.10493579064572371	0.013810132838081782	21.0	17.262666047602227	жениться_VERB	0.0968937554377345	0.02305394538651148	7.0	32.805764285005836	в_ADP	-0.11050268061842765	0.009498558822109917	29.0	3.979896146464055	он_PRON	-0.08803668500611128	0.03902199983993022	7.0	30.085961876586197						на_ADP	-0.10055506079697202	0.018332092002217085	8.0	13.419091345622906										
4	море_NOUN	0.11194279819808417	0.008599418074581628	23	42.92829502831149	часто_ADV	-0.08442108697201789	0.047829593391961786	6.0	94.31995816894865											школа_NOUN	-0.09659030905897349	0.023488820869550616	7.0	33.236681530414124	часть_NOUN	-0.10086263433659381	0.01797690757771476	7.0	23.76547181773891						вот_PART	-0.10538682053479968	0.013405674079578421	23.0	27.468226189056185																был_AUX	-0.08747328402331005	0.04029663133339091	9.0	63.78956740075781	различный_ADJ	-0.09498549918645018	0.02590867871426677	6.0	60.18586065324171											а_CCONJ	-0.08363828878685847	0.04994143926797921	10.0	31.862638252970736	школа_NOUN	-0.105957613259116	0.012908808363893248	5.0	14.406230134104865	вот_PART	-0.10339930549039031	0.015269756402854131	26.0	19.087195503567663	пойти_VERB	0.09448492429896782	0.02670619281035069	7.0	38.00291236912903	всего_PRON	0.1005072664248168	0.018387831146726277	18.0	7.704501250478311	и_PART	-0.08533290762601346	0.04546455260918397	5.0	35.053170061680845						это_PRON	-0.09206170231494835	0.03087249606761357	9.0	22.598667121493133										
5	то_SCONJ	-0.10800137791312799	0.011260421229228913	48	56.21202277631073	жить_VERB	-0.08433151674779706	0.04806738070796701	8.0	94.78887475611094											машина_NOUN	0.0906029803523619	0.03363964722816447	9.0	47.60010082785272	наш_DET	0.09374344251351273	0.027926337519581016	12.0	36.9186182008861						-_PRON	-0.10196252732630051	0.016755476505871385	7.0	34.33197136053047																сказать_VERB	-0.08376327050818934	0.049599121820512765	5.0	78.5154098418717	ребёнок_NOUN	0.09216361449398892	0.030686674816298498	7.0	71.28514559826141																видеться_VERB	0.10416033620028493	0.014530679189342421	13.0	16.216237975306143	как_ADV	0.09794108594860113	0.02160612851784998	10.0	27.007660647312477	понравиться_VERB	-0.08698699202788042	0.04142495644807828	6.0	58.94771302561539	как_SCONJ	-0.08727313116074155	0.040757851468484374	12.0	17.077539765294954											буду_AUX	0.09106439203397196	0.032742340982216636	5.0	23.96739359898258										
6	всего_PRON	0.10665262945249056	0.012325797357265536	33	61.53038040746956																что_SCONJ	-0.08972450762539419	0.035406070723580166	40.0	50.09959007386593	новый_ADJ	-0.09214955890567408	0.030712245951835363	9.0	40.60158914832635						ну_PART	-0.09171397983858114	0.03151378306183834	21.0	64.57174149370675																					практика_NOUN	0.08971295978311274	0.035429806808124714	7.0	82.30344121527371																учёба_NOUN	-0.10402655715566039	0.014658274322843839	5.0	16.358634144293724	пока_ADV	-0.08421896088623769	0.04836759307248052	6.0	60.45949134060065	много_ADV	0.0869081887129386	0.04161028989947707	12.0	59.21144252695587																не_PART	-0.08840862693159875	0.03819937330865047	63.0	27.961941261932143										
7	вообщем_NOUN	-0.1061612573287372	0.012735512939524102	6	63.57568059410431																также_ADV	0.0880279977598478	0.03904139142839495	5.0	55.24356887117886	ни_PART	-0.08769528807332931	0.03979022933890084	8.0	52.602683186026916						подруга_NOUN	-0.08695396752730376	0.04150254003346788	6.0	85.03870452857568																					будет_AUX	0.0875695545749902	0.04007636813123042	15.0	93.09740316884827																в_ADP	-0.10233123982068804	0.01636260630658208	66.0	18.260668638145603	подруга_NOUN	-0.08382421354680551	0.049432915641922016	9.0	61.79114455240252																					новый_ADJ	0.08581961925591187	0.04424289771650647	6.0	32.38580112848273										
8	вести_VERB	-0.10531699537510722	0.013467598256972035	5	67.2302504988044																сейчас_ADV	0.08761941549669144	0.03996268923392197	12.0	56.54720526599959											кстати_ADV	0.08663069189557736	0.04226850321209393	14.0	86.60816308158047																					что_PRON	-0.08404165424937683	0.04884369553671067	30.0	113.46390473177888																месяц_NOUN	-0.09659420675769619	0.023483190291685573	5.0	26.2072403655211																										что_SCONJ	-0.0853010659453853	0.04554545431845134	16.0	33.339272561106384										
